striker,phase,season,runs,balls,strike_rate
Kartik Tyagi,Death,2021,6,10,60.0
Krish Bhagat,Death,2026,6,13,46.15
Kuldeep Yadav,Death,2017,18,19,94.74
Kuldeep Yadav,Death,2018,12,19,63.16
Kuldeep Yadav,Death,2021,10,14,71.43
Kuldeep Yadav,Death,2022,43,37,116.22
Kuldeep Yadav,Death,2023,31,48,64.58
Kuldeep Yadav,Death,2024,37,35,105.71
Kuldeep Yadav,Death,2025,18,16,112.5
Kuldeep Yadav,Death,2026,6,13,46.15
Kuldeep Yadav,Middle,2022,5,15,33.33
Kumar Kushagra,Powerplay,2026,17,12,141.67
L Balaji,Death,2009,4,10,40.0
L Balaji,Death,2010,17,16,106.25
L Balaji,Death,2013,9,10,90.0
L Ronchi,Powerplay,2008,34,32,106.25
LA Carseldine,Death,2009,19,12,158.33
LA Carseldine,Middle,2009,23,20,115.0
LA Carseldine,Powerplay,2009,38,34,111.76
LA Pomersbach,Death,2008,41,24,170.83
LA Pomersbach,Death,2011,7,10,70.0
LA Pomersbach,Death,2013,19,15,126.67
LA Pomersbach,Middle,2008,76,54,140.74
LA Pomersbach,Middle,2009,13,23,56.52
LA Pomersbach,Middle,2011,28,15,186.67
LA Pomersbach,Middle,2013,14,25,56.0
LA Pomersbach,Powerplay,2008,35,21,166.67
LA Pomersbach,Powerplay,2009,27,23,117.39
LA Pomersbach,Powerplay,2011,16,14,114.29
LA Pomersbach,Powerplay,2013,25,19,131.58
LH Ferguson,Death,2021,57,39,146.15
LJ Wright,Death,2013,80,36,222.22
LJ Wright,Middle,2013,14,15,93.33
LMP Simmons,Death,2014,21,17,123.53
LMP Simmons,Death,2015,35,19,184.21
LMP Simmons,Middle,2014,185,131,141.22
LMP Simmons,Middle,2015,246,194,126.8
LMP Simmons,Middle,2017,50,31,161.29
LMP Simmons,Powerplay,2014,188,142,132.39
LMP Simmons,Powerplay,2015,259,225,115.11
LMP Simmons,Powerplay,2017,87,81,107.41
LPC Silva,Death,2008,23,10,230.0
LR Shukla,Death,2008,108,72,150.0
LR Shukla,Death,2009,33,29,113.79
LR Shukla,Death,2010,17,10,170.0
LR Shukla,Death,2011,14,10,140.0
LR Shukla,Death,2012,40,31,129.03
LR Shukla,Middle,2008,54,48,112.5
LR Shukla,Middle,2009,49,53,92.45
LR Shukla,Middle,2010,19,16,118.75
LR Shukla,Middle,2012,35,26,134.62
LR Shukla,Middle,2014,25,29,86.21
LRPL Taylor,Death,2009,84,49,171.43
LRPL Taylor,Death,2010,32,21,152.38
LRPL Taylor,Death,2011,125,76,164.47
LRPL Taylor,Death,2012,34,24,141.67
LRPL Taylor,Death,2014,22,16,137.5
LRPL Taylor,Middle,2008,55,36,152.78
LRPL Taylor,Middle,2009,159,117,135.9
LRPL Taylor,Middle,2010,56,54,103.7
LRPL Taylor,Middle,2011,55,74,74.32
LRPL Taylor,Middle,2012,144,125,115.2
LRPL Taylor,Middle,2013,50,60,83.33
LRPL Taylor,Middle,2014,31,35,88.57
LRPL Taylor,Powerplay,2008,94,44,213.64
LRPL Taylor,Powerplay,2009,31,40,77.5
LRPL Taylor,Powerplay,2012,19,22,86.36
LS Livingstone,Death,2022,105,45,233.33
LS Livingstone,Death,2023,93,39,238.46
LS Livingstone,Death,2024,71,38,186.84
LS Livingstone,Death,2025,60,23,260.87
LS Livingstone,Middle,2021,32,28,114.29
LS Livingstone,Middle,2022,261,160,163.12
LS Livingstone,Middle,2023,147,100,147.0
LS Livingstone,Middle,2024,39,38,102.63
LS Livingstone,Middle,2025,48,51,94.12
LS Livingstone,Powerplay,2019,57,37,154.05
LS Livingstone,Powerplay,2022,70,33,212.12
LS Livingstone,Powerplay,2023,24,27,88.89
LS Livingstone,Powerplay,2025,4,10,40.0
LS Livingstone,Powerplay,2026,12,16,75.0
Lalit Yadav,Death,2021,31,25,124.0
Lalit Yadav,Death,2022,31,19,163.16
Lalit Yadav,Death,2023,24,29,82.76
Lalit Yadav,Middle,2021,32,45,71.11
Lalit Yadav,Middle,2022,101,96,105.21
Lalit Yadav,Middle,2023,40,28,142.86
Lalit Yadav,Powerplay,2022,23,29,79.31
M Ashwin,Death,2021,15,19,78.95
M Ashwin,Death,2022,12,12,100.0
M Jansen,Death,2023,32,32,100.0
M Jansen,Death,2025,66,53,124.53
M Jansen,Death,2026,47,38,123.68
M Jansen,Middle,2023,7,11,63.64
M Jansen,Middle,2024,16,10,160.0
M Jansen,Middle,2025,9,10,90.0
M Kaif,Death,2008,37,29,127.59
M Kaif,Middle,2008,117,104,112.5
M Kaif,Middle,2010,23,25,92.0
M Kaif,Middle,2011,30,24,125.0
M Kaif,Middle,2012,13,14,92.86
M Kaif,Powerplay,2008,22,37,59.46
M Kartik,Death,2008,13,15,86.67
M Kartik,Death,2009,21,20,105.0
M Kartik,Death,2010,15,15,100.0
M Kartik,Death,2012,26,21,123.81
M Kartik,Middle,2008,17,12,141.67
M Kartik,Middle,2011,10,12,83.33
M Klinger,Middle,2011,22,27,81.48
M Klinger,Powerplay,2011,50,48,104.17
M Manhas,Death,2009,49,37,132.43
M Manhas,Death,2010,64,55,116.36
M Manhas,Death,2011,23,20,115.0
M Manhas,Death,2012,72,48,150.0
M Manhas,Death,2013,11,12,91.67
M Manhas,Death,2014,25,13,192.31
M Manhas,Middle,2009,26,23,113.04
M Manhas,Middle,2010,82,86,95.35
M Manhas,Middle,2011,56,60,93.33
M Manhas,Middle,2012,48,48,100.0
M Manhas,Middle,2014,10,10,100.0
M Manhas,Powerplay,2011,35,43,81.4
M Markande,Death,2018,21,23,91.3
M Markande,Death,2023,21,13,161.54
M Morkel,Death,2010,9,16,56.25
M Morkel,Death,2011,36,24,150.0
M Morkel,Death,2013,55,27,203.7
M Ntini,Death,2008,11,18,61.11
M Prasidh Krishna,Death,2022,6,12,50.0
M Rawat,Death,2008,24,27,88.89
M Rawat,Death,2009,12,12,100.0
M Rawat,Middle,2008,10,10,100.0
M Shahrukh Khan,Death,2021,95,59,161.02
M Shahrukh Khan,Death,2022,41,33,124.24
M Shahrukh Khan,Death,2023,143,79,181.01
M Shahrukh Khan,Death,2024,24,15,160.0
M Shahrukh Khan,Death,2025,88,45,195.56
M Shahrukh Khan,Middle,2021,58,50,116.0
M Shahrukh Khan,Middle,2022,61,68,89.71
M Shahrukh Khan,Middle,2023,13,14,92.86
M Shahrukh Khan,Middle,2024,95,55,172.73
M Shahrukh Khan,Middle,2025,91,51,178.43
M Shahrukh Khan,Middle,2026,36,25,144.0
M Theekshana,Death,2025,8,18,44.44
M Vijay,Death,2010,64,23,278.26
M Vijay,Death,2012,16,12,133.33
M Vijay,Death,2013,19,13,146.15
M Vijay,Death,2016,20,15,133.33
M Vijay,Middle,2009,16,18,88.89
M Vijay,Middle,2010,153,102,150.0
M Vijay,Middle,2011,206,121,170.25
M Vijay,Middle,2012,124,87,142.53
M Vijay,Middle,2013,70,78,89.74
M Vijay,Middle,2014,105,66,159.09
M Vijay,Middle,2015,48,47,102.13
M Vijay,Middle,2016,170,145,117.24
M Vijay,Middle,2019,26,34,76.47
M Vijay,Powerplay,2009,44,49,89.8
M Vijay,Powerplay,2010,241,167,144.31
M Vijay,Powerplay,2011,222,210,105.71
M Vijay,Powerplay,2012,196,166,118.07
M Vijay,Powerplay,2013,223,195,114.36
M Vijay,Powerplay,2014,102,126,80.95
M Vijay,Powerplay,2015,203,181,112.15
M Vijay,Powerplay,2016,263,204,128.92
M Vijay,Powerplay,2018,12,10,120.0
M Vijay,Powerplay,2019,38,27,140.74
M Vijay,Powerplay,2021,30,39,76.92
M Vohra,Death,2017,36,12,300.0
M Vohra,Middle,2013,76,60,126.67
M Vohra,Middle,2014,108,88,122.73
M Vohra,Middle,2015,22,21,104.76
M Vohra,Middle,2016,60,39,153.85
M Vohra,Middle,2017,52,41,126.83
M Vohra,Middle,2018,12,12,100.0
M Vohra,Powerplay,2013,65,48,135.42
M Vohra,Powerplay,2014,210,138,152.17
M Vohra,Powerplay,2015,60,60,100.0
M Vohra,Powerplay,2016,101,92,109.78
M Vohra,Powerplay,2017,141,106,133.02
M Vohra,Powerplay,2018,43,35,122.86
M Vohra,Powerplay,2021,42,39,107.69
M Vohra,Powerplay,2022,19,11,172.73
M Vohra,Powerplay,2023,10,11,90.91
MA Agarwal,Death,2012,75,27,277.78
MA Agarwal,Death,2015,14,10,140.0
MA Agarwal,Death,2021,112,51,219.61
MA Agarwal,Middle,2011,42,37,113.51
MA Agarwal,Middle,2012,52,55,94.55
MA Agarwal,Middle,2013,14,10,140.0
MA Agarwal,Middle,2014,25,20,125.0
MA Agarwal,Middle,2015,81,63,128.57
MA Agarwal,Middle,2018,66,54,122.22
MA Agarwal,Middle,2019,231,146,158.22
MA Agarwal,Middle,2021,350,218,160.55
MA Agarwal,Middle,2022,51,49,104.08
MA Agarwal,Middle,2023,114,88,129.55
MA Agarwal,Middle,2025,61,36,169.44
MA Agarwal,Powerplay,2011,95,80,118.75
MA Agarwal,Powerplay,2012,98,75,130.67
MA Agarwal,Powerplay,2013,49,47,104.26
MA Agarwal,Powerplay,2014,84,69,121.74
MA Agarwal,Powerplay,2015,118,103,114.56
MA Agarwal,Powerplay,2016,27,25,108.0
MA Agarwal,Powerplay,2017,26,27,96.3
MA Agarwal,Powerplay,2018,43,33,130.3
MA Agarwal,Powerplay,2019,86,79,108.86
MA Agarwal,Powerplay,2021,401,312,128.53
MA Agarwal,Powerplay,2022,145,111,130.63
MA Agarwal,Powerplay,2023,142,114,124.56
MA Agarwal,Powerplay,2024,59,52,113.46
MA Agarwal,Powerplay,2025,29,23,126.09
MA Khote,Death,2008,18,15,120.0
MA Starc,Death,2014,48,49,97.96
MA Starc,Death,2015,11,14,78.57
MA Starc,Death,2024,9,11,81.82
MA Starc,Death,2025,6,10,60.0
MA Starc,Middle,2014,37,35,105.71
MC Henriques,Death,2009,27,15,180.0
MC Henriques,Death,2013,87,52,167.31
MC Henriques,Death,2015,67,37,181.08
MC Henriques,Death,2016,58,39,148.72
MC Henriques,Death,2017,77,43,179.07
MC Henriques,Middle,2009,11,25,44.0
MC Henriques,Middle,2013,75,69,108.7
MC Henriques,Middle,2014,9,11,81.82
MC Henriques,Middle,2015,167,132,126.52
MC Henriques,Middle,2016,82,71,115.49
MC Henriques,Middle,2017,137,112,122.32
MC Henriques,Middle,2021,19,23,82.61
MC Henriques,Powerplay,2015,49,41,119.51
MC Henriques,Powerplay,2016,42,47,89.36
MC Henriques,Powerplay,2017,63,48,131.25
MC Juneja,Death,2013,17,16,106.25
MC Juneja,Middle,2013,88,94,93.62
MC Juneja,Powerplay,2013,20,18,111.11
MD Choudhary,Death,2026,115,77,149.35
MD Choudhary,Middle,2026,55,43,127.91
MD Mishra,Death,2011,27,19,142.11
MD Mishra,Middle,2010,57,44,129.55
MD Mishra,Middle,2011,23,20,115.0
MD Mishra,Powerplay,2010,107,98,109.18
MD Mishra,Powerplay,2011,17,21,80.95
MD Shanaka,Death,2026,23,17,135.29
MD Shanaka,Middle,2023,17,16,106.25
MD Shanaka,Middle,2026,40,29,137.93
MDKJ Perera,Powerplay,2013,14,13,107.69
MEK Hussey,Death,2008,66,26,253.85
MEK Hussey,Death,2010,13,13,100.0
MEK Hussey,Death,2011,67,37,181.08
MEK Hussey,Death,2013,98,50,196.0
MEK Hussey,Middle,2008,78,50,156.0
MEK Hussey,Middle,2010,20,27,74.07
MEK Hussey,Middle,2011,235,187,125.67
MEK Hussey,Middle,2012,114,90,126.67
MEK Hussey,Middle,2013,327,253,129.25
MEK Hussey,Middle,2014,83,75,110.67
MEK Hussey,Middle,2015,30,26,115.38
MEK Hussey,Powerplay,2008,24,24,100.0
MEK Hussey,Powerplay,2011,190,189,100.53
MEK Hussey,Powerplay,2012,145,143,101.4
MEK Hussey,Powerplay,2013,307,262,117.18
MEK Hussey,Powerplay,2014,126,107,117.76
MEK Hussey,Powerplay,2015,32,37,86.49
MF Maharoof,Death,2008,111,63,176.19
MF Maharoof,Death,2009,21,21,100.0
MF Maharoof,Middle,2008,14,16,87.5
MF Maharoof,Middle,2010,28,18,155.56
MG Bracewell,Death,2023,13,13,100.0
MG Bracewell,Middle,2023,43,32,134.38
MG Johnson,Death,2013,34,31,109.68
MG Johnson,Death,2014,56,50,112.0
MG Johnson,Death,2015,29,30,96.67
MG Johnson,Death,2017,19,13,146.15
MG Johnson,Death,2018,15,10,150.0
MJ Clarke,Middle,2012,22,30,73.33
MJ Clarke,Powerplay,2012,76,64,118.75
MJ Guptill,Middle,2016,34,26,130.77
MJ Guptill,Powerplay,2016,23,29,79.31
MJ Guptill,Powerplay,2017,110,78,141.03
MJ Guptill,Powerplay,2019,80,49,163.27
MJ Lumb,Middle,2010,53,40,132.5
MJ Lumb,Powerplay,2010,225,149,151.01
MJ McClenaghan,Death,2017,15,13,115.38
MJ McClenaghan,Death,2019,11,16,68.75
MJ McClenaghan,Middle,2016,28,17,164.71
MJ Santner,Death,2019,26,11,236.36
MJ Santner,Death,2025,36,27,133.33
MJ Santner,Death,2026,26,19,136.84
MJ Santner,Middle,2019,5,11,45.45
MJ Santner,Middle,2024,12,12,100.0
MJ Santner,Powerplay,2022,20,24,83.33
MK Lomror,Death,2018,17,17,100.0
MK Lomror,Death,2021,46,25,184.0
MK Lomror,Death,2022,43,25,172.0
MK Lomror,Death,2023,38,32,118.75
MK Lomror,Death,2024,86,43,200.0
MK Lomror,Middle,2021,93,80,116.25
MK Lomror,Middle,2022,37,29,127.59
MK Lomror,Middle,2023,93,54,172.22
MK Lomror,Middle,2024,39,25,156.0
MK Lomror,Powerplay,2021,14,22,63.64
MK Lomror,Powerplay,2023,3,10,30.0
MK Pandey,Death,2009,35,19,184.21
MK Pandey,Death,2011,19,10,190.0
MK Pandey,Death,2012,31,20,155.0
MK Pandey,Death,2013,44,29,151.72
MK Pandey,Death,2014,58,38,152.63
MK Pandey,Death,2016,18,18,100.0
MK Pandey,Death,2017,119,71,167.61
MK Pandey,Death,2018,118,86,137.21
MK Pandey,Death,2019,68,43,158.14
MK Pandey,Death,2021,127,88,144.32
MK Pandey,Death,2023,12,13,92.31
MK Pandey,Death,2025,40,18,222.22
MK Pandey,Middle,2009,84,60,140.0
MK Pandey,Middle,2010,71,68,104.41
MK Pandey,Middle,2011,120,115,104.35
MK Pandey,Middle,2012,39,31,125.81
MK Pandey,Middle,2013,70,68,102.94
MK Pandey,Middle,2014,230,190,121.05
MK Pandey,Middle,2015,131,107,122.43
MK Pandey,Middle,2016,188,129,145.74
MK Pandey,Middle,2017,244,208,117.31
MK Pandey,Middle,2018,139,125,111.2
MK Pandey,Middle,2019,203,175,116.0
MK Pandey,Middle,2021,326,291,112.03
MK Pandey,Middle,2022,57,46,123.91
MK Pandey,Middle,2023,110,97,113.4
MK Pandey,Middle,2024,34,26,130.77
MK Pandey,Middle,2025,52,47,110.64
MK Pandey,Middle,2026,41,29,141.38
MK Pandey,Powerplay,2009,48,38,126.32
MK Pandey,Powerplay,2010,177,157,112.74
MK Pandey,Powerplay,2011,107,102,104.9
MK Pandey,Powerplay,2012,68,59,115.25
MK Pandey,Powerplay,2013,22,40,55.0
MK Pandey,Powerplay,2014,121,115,105.22
MK Pandey,Powerplay,2015,91,74,122.97
MK Pandey,Powerplay,2016,42,36,116.67
MK Pandey,Powerplay,2017,28,27,103.7
MK Pandey,Powerplay,2018,27,35,77.14
MK Pandey,Powerplay,2019,74,46,160.87
MK Pandey,Powerplay,2021,258,189,136.51
MK Pandey,Powerplay,2022,31,34,91.18
MK Pandey,Powerplay,2023,37,35,105.71
MK Pandey,Powerplay,2026,29,20,145.0
MK Tiwary,Death,2008,32,19,168.42
MK Tiwary,Death,2009,9,10,90.0
MK Tiwary,Death,2010,62,33,187.88
MK Tiwary,Death,2011,82,59,138.98
MK Tiwary,Death,2012,89,72,123.61
MK Tiwary,Death,2013,53,43,123.26
MK Tiwary,Death,2014,78,53,147.17
MK Tiwary,Death,2017,183,117,156.41
MK Tiwary,Middle,2008,58,54,107.41
MK Tiwary,Middle,2010,115,108,106.48
MK Tiwary,Middle,2011,207,205,100.98
MK Tiwary,Middle,2012,148,131,112.98
MK Tiwary,Middle,2013,79,85,92.94
MK Tiwary,Middle,2014,73,60,121.67
MK Tiwary,Middle,2015,36,32,112.5
MK Tiwary,Middle,2017,119,98,121.43
MK Tiwary,Middle,2018,35,30,116.67
MK Tiwary,Powerplay,2008,14,12,116.67
MK Tiwary,Powerplay,2010,59,44,134.09
MK Tiwary,Powerplay,2011,65,58,112.07
MK Tiwary,Powerplay,2012,23,43,53.49
MK Tiwary,Powerplay,2013,14,12,116.67
MK Tiwary,Powerplay,2015,21,24,87.5
MK Tiwary,Powerplay,2017,18,20,90.0
MK Tiwary,Powerplay,2018,8,11,72.73
ML Hayden,Death,2008,39,20,195.0
ML Hayden,Death,2009,53,29,182.76
ML Hayden,Middle,2008,68,45,151.11
ML Hayden,Middle,2009,234,174,134.48
ML Hayden,Middle,2010,109,74,147.3
ML Hayden,Powerplay,2008,72,62,116.13
ML Hayden,Powerplay,2009,284,190,149.47
ML Hayden,Powerplay,2010,237,205,115.61
MM Ali,Death,2019,90,43,209.3
MM Ali,Death,2021,75,42,178.57
MM Ali,Death,2022,37,29,127.59
MM Ali,Death,2023,37,21,176.19
MM Ali,Death,2024,38,19,200.0
MM Ali,Middle,2018,74,39,189.74
MM Ali,Middle,2019,106,67,158.21
MM Ali,Middle,2021,244,179,136.31
MM Ali,Middle,2022,96,81,118.52
MM Ali,Middle,2023,62,50,124.0
MM Ali,Middle,2024,72,67,107.46
MM Ali,Powerplay,2019,24,23,104.35
MM Ali,Powerplay,2021,50,55,90.91
MM Ali,Powerplay,2022,111,67,165.67
MM Ali,Powerplay,2023,23,16,143.75
MM Ali,Powerplay,2024,18,12,150.0
MM Ali,Powerplay,2025,4,11,36.36
MM Patel,Death,2009,33,24,137.5
MM Sharma,Death,2015,28,18,155.56
MM Sharma,Death,2016,18,14,128.57
MM Sharma,Death,2017,34,37,91.89
MM Sharma,Middle,2016,14,12,116.67
MM Sharma,Middle,2017,17,13,130.77
MM Sharma,Middle,2024,2,14,14.29
MN Samuels,Death,2012,25,17,147.06
MN Samuels,Middle,2012,91,87,104.6
MN Samuels,Middle,2013,7,14,50.0
MN Samuels,Middle,2017,29,29,100.0
MN Samuels,Powerplay,2012,8,19,42.11
MN van Wyk,Death,2009,66,43,153.49
MN van Wyk,Middle,2009,69,63,109.52
MN van Wyk,Powerplay,2009,28,25,112.0
MP Breetzke,Powerplay,2025,14,12,116.67
MP Stoinis,Death,2016,48,27,177.78
MP Stoinis,Death,2017,7,11,63.64
MP Stoinis,Death,2018,70,50,140.0
MP Stoinis,Death,2019,145,87,166.67
MP Stoinis,Death,2021,180,103,174.76
MP Stoinis,Death,2022,129,82,157.32
MP Stoinis,Death,2023,120,57,210.53
MP Stoinis,Death,2024,45,26,173.08
MP Stoinis,Death,2025,107,37,289.19
MP Stoinis,Death,2026,123,56,219.64
MP Stoinis,Middle,2016,60,46,130.43
MP Stoinis,Middle,2018,27,24,112.5
MP Stoinis,Middle,2019,66,68,97.06
MP Stoinis,Middle,2021,201,152,132.24
MP Stoinis,Middle,2022,27,24,112.5
MP Stoinis,Middle,2023,239,183,130.6
MP Stoinis,Middle,2024,205,138,148.55
MP Stoinis,Middle,2025,38,29,131.03
MP Stoinis,Middle,2026,71,54,131.48
MP Stoinis,Powerplay,2016,38,35,108.57
MP Stoinis,Powerplay,2021,59,51,115.69
MP Stoinis,Powerplay,2023,49,31,158.06
MP Stoinis,Powerplay,2024,130,97,134.02
MP Stoinis,Powerplay,2025,15,19,78.95
MR Marsh,Death,2010,14,12,116.67
MR Marsh,Death,2011,36,29,124.14
MR Marsh,Death,2013,75,44,170.45
MR Marsh,Death,2016,7,11,63.64
MR Marsh,Death,2022,36,20,180.0
MR Marsh,Death,2025,40,18,222.22
MR Marsh,Death,2026,28,21,133.33
MR Marsh,Middle,2010,14,18,77.78
MR Marsh,Middle,2011,14,20,70.0
MR Marsh,Middle,2013,65,62,104.84
MR Marsh,Middle,2022,100,84,119.05
MR Marsh,Middle,2023,63,49,128.57
MR Marsh,Middle,2024,18,12,150.0
MR Marsh,Middle,2025,292,175,166.86
MR Marsh,Middle,2026,210,135,155.56
MR Marsh,Powerplay,2022,115,85,135.29
MR Marsh,Powerplay,2023,65,48,135.42
MR Marsh,Powerplay,2024,43,26,165.38
MR Marsh,Powerplay,2025,295,188,156.91
MR Marsh,Powerplay,2026,317,187,169.52
MS Bisla,Death,2013,45,24,187.5
MS Bisla,Middle,2010,61,51,119.61
MS Bisla,Middle,2011,12,20,60.0
MS Bisla,Middle,2012,138,110,125.45
MS Bisla,Middle,2013,57,53,107.55
MS Bisla,Powerplay,2010,146,117,124.79
MS Bisla,Powerplay,2011,60,69,86.96
MS Bisla,Powerplay,2012,75,50,150.0
MS Bisla,Powerplay,2013,153,158,96.84
MS Bisla,Powerplay,2015,37,30,123.33
MS Dhoni,Death,2008,185,105,176.19
MS Dhoni,Death,2009,131,84,155.95
MS Dhoni,Death,2010,91,46,197.83
MS Dhoni,Death,2011,264,127,207.87
MS Dhoni,Death,2012,222,142,156.34
MS Dhoni,Death,2013,284,140,202.86
MS Dhoni,Death,2014,301,166,181.33
MS Dhoni,Death,2015,236,140,168.57
MS Dhoni,Death,2016,190,113,168.14
MS Dhoni,Death,2017,168,107,157.01
MS Dhoni,Death,2018,297,147,202.04
MS Dhoni,Death,2019,254,153,166.01
MS Dhoni,Death,2021,212,150,141.33
MS Dhoni,Death,2022,168,104,161.54
MS Dhoni,Death,2023,102,53,192.45
MS Dhoni,Death,2024,161,72,223.61
MS Dhoni,Death,2025,176,116,151.72
MS Dhoni,Middle,2008,229,204,112.25
MS Dhoni,Middle,2009,197,175,112.57
MS Dhoni,Middle,2010,190,156,121.79
MS Dhoni,Middle,2011,127,118,107.63
MS Dhoni,Middle,2012,129,128,100.78
MS Dhoni,Middle,2013,168,137,122.63
MS Dhoni,Middle,2014,70,81,86.42
MS Dhoni,Middle,2015,136,164,82.93
MS Dhoni,Middle,2016,86,85,101.18
MS Dhoni,Middle,2017,122,143,85.31
MS Dhoni,Middle,2018,151,143,105.59
MS Dhoni,Middle,2019,143,145,98.62
MS Dhoni,Middle,2021,89,112,79.46
MS Dhoni,Middle,2022,51,77,66.23
MS Dhoni,Middle,2025,20,29,68.97
MS Dhoni,Powerplay,2016,8,12,66.67
MS Dhoni,Powerplay,2018,7,11,63.64
MS Dhoni,Powerplay,2021,13,17,76.47
MS Gony,Death,2008,35,21,166.67
MS Gony,Death,2013,45,22,204.55
MS Wade,Middle,2011,20,26,76.92
MS Wade,Middle,2022,46,47,97.87
MS Wade,Powerplay,2022,111,91,121.98
MV Boucher,Death,2008,114,65,175.38
MV Boucher,Death,2009,97,67,144.78
MV Boucher,Middle,2008,89,88,101.14
MV Boucher,Middle,2009,46,47,97.87
MV Boucher,Powerplay,2008,22,24,91.67
MW Short,Middle,2023,10,14,71.43
MW Short,Middle,2026,27,24,112.5
MW Short,Powerplay,2023,107,78,137.18
MW Short,Powerplay,2026,31,25,124.0
Mandeep Singh,Death,2011,40,33,121.21
Mandeep Singh,Death,2012,25,22,113.64
Mandeep Singh,Death,2013,19,14,135.71
Mandeep Singh,Death,2015,25,14,178.57
Mandeep Singh,Death,2018,167,97,172.16
Mandeep Singh,Death,2019,110,75,146.67
Mandeep Singh,Death,2021,23,15,153.33
Mandeep Singh,Middle,2012,187,146,128.08
Mandeep Singh,Middle,2013,64,55,116.36
Mandeep Singh,Middle,2015,100,62,161.29
Mandeep Singh,Middle,2017,87,91,95.6
Mandeep Singh,Middle,2018,79,85,92.94
Mandeep Singh,Middle,2019,55,45,122.22
Mandeep Singh,Middle,2021,73,59,123.73
Mandeep Singh,Powerplay,2010,4,11,36.36
Mandeep Singh,Powerplay,2012,219,173,126.59
Mandeep Singh,Powerplay,2013,177,154,114.94
Mandeep Singh,Powerplay,2014,24,25,96.0
Mandeep Singh,Powerplay,2015,32,24,133.33
Mandeep Singh,Powerplay,2017,100,82,121.95
Mandeep Singh,Powerplay,2021,49,48,102.08
Mandeep Singh,Powerplay,2022,18,23,78.26
Misbah-ul-Haq,Death,2008,42,20,210.0
Misbah-ul-Haq,Middle,2008,48,42,114.29
Misbah-ul-Haq,Powerplay,2008,27,19,142.11
Mohammad Ashraful,Powerplay,2009,2,10,20.0
Mohammad Hafeez,Middle,2008,26,38,68.42
Mohammad Hafeez,Powerplay,2008,28,36,77.78
Mohammad Nabi,Death,2019,85,54,157.41
Mohammad Nabi,Death,2021,20,13,153.85
Mohammad Nabi,Death,2024,12,14,85.71
Mohammad Nabi,Middle,2018,14,10,140.0
Mohammad Nabi,Middle,2019,24,21,114.29
Mohammad Nabi,Middle,2021,25,15,166.67
Mohammad Nabi,Powerplay,2024,20,13,153.85
Mohammed Shami,Death,2013,5,10,50.0
Mohammed Shami,Death,2017,29,20,145.0
Mohammed Shami,Death,2021,15,19,78.95
Mohammed Shami,Death,2025,10,10,100.0
Mohammed Shami,Death,2026,30,21,142.86
Mohammed Siraj,Death,2018,25,22,113.64
Mohammed Siraj,Death,2019,4,12,33.33
Mohammed Siraj,Death,2021,37,40,92.5
Mohammed Siraj,Death,2022,30,33,90.91
Mohammed Siraj,Middle,2026,5,10,50.0
Mohsin Khan,Death,2022,22,13,169.23
Mustafizur Rahman,Death,2021,8,14,57.14
N Jagadeesan,Death,2022,11,13,84.62
N Jagadeesan,Middle,2021,32,26,123.08
N Jagadeesan,Middle,2022,29,24,120.83
N Jagadeesan,Middle,2023,26,23,113.04
N Jagadeesan,Powerplay,2023,63,58,108.62
N Pooran,Death,2019,40,36,111.11
N Pooran,Death,2021,144,80,180.0
N Pooran,Death,2022,135,78,173.08
N Pooran,Death,2023,175,100,175.0
N Pooran,Death,2024,220,125,176.0
N Pooran,Death,2025,119,57,208.77
N Pooran,Death,2026,41,15,273.33
N Pooran,Middle,2019,112,62,180.65
N Pooran,Middle,2021,276,187,147.59
N Pooran,Middle,2022,171,125,136.8
N Pooran,Middle,2023,176,104,169.23
N Pooran,Middle,2024,247,143,172.73
N Pooran,Middle,2025,294,143,205.59
N Pooran,Middle,2026,144,130,110.77
N Pooran,Powerplay,2021,18,18,100.0
N Pooran,Powerplay,2024,32,11,290.91
N Pooran,Powerplay,2025,106,65,163.08
N Pooran,Powerplay,2026,49,38,128.95
N Rana,Death,2017,43,21,204.76
N Rana,Death,2018,66,36,183.33
N Rana,Death,2019,63,30,210.0
N Rana,Death,2021,122,75,162.67
N Rana,Death,2022,41,27,151.85
N Rana,Death,2023,50,29,172.41
N Rana,Middle,2016,73,54,135.19
N Rana,Middle,2017,196,166,118.07
N Rana,Middle,2018,166,134,123.88
N Rana,Middle,2019,225,150,150.0
N Rana,Middle,2021,387,295,131.19
N Rana,Middle,2022,231,162,142.59
N Rana,Middle,2023,269,192,140.1
N Rana,Middle,2024,30,20,150.0
N Rana,Middle,2025,111,78,142.31
N Rana,Middle,2026,135,74,182.43
N Rana,Powerplay,2016,13,13,100.0
N Rana,Powerplay,2017,94,76,123.68
N Rana,Powerplay,2018,72,62,116.13
N Rana,Powerplay,2019,56,55,101.82
N Rana,Powerplay,2021,225,197,114.21
N Rana,Powerplay,2022,83,60,138.33
N Rana,Powerplay,2023,90,70,128.57
N Rana,Powerplay,2024,12,14,85.71
N Rana,Powerplay,2025,85,48,177.08
N Rana,Powerplay,2026,71,67,105.97
N Saini,Middle,2012,53,49,108.16
N Saini,Powerplay,2012,80,83,96.39
N Sindhu,Middle,2026,34,27,125.93
N Sindhu,Powerplay,2026,29,23,126.09
N Wadhera,Death,2023,77,42,183.33
