striker,phase,season,runs,balls,strike_rate
A Ashish Reddy,Death,2012,25,21,119.05
A Ashish Reddy,Death,2013,114,78,146.15
A Ashish Reddy,Death,2015,59,34,173.53
A Ashish Reddy,Death,2016,16,13,123.08
A Ashish Reddy,Middle,2015,14,12,116.67
A Ashish Reddy,Middle,2016,31,16,193.75
A Badoni,Death,2022,101,66,153.03
A Badoni,Death,2023,143,85,168.24
A Badoni,Death,2024,136,84,161.9
A Badoni,Death,2025,134,78,171.79
A Badoni,Death,2026,24,14,171.43
A Badoni,Middle,2022,59,58,101.72
A Badoni,Middle,2023,86,71,121.13
A Badoni,Middle,2024,90,71,126.76
A Badoni,Middle,2025,184,133,138.35
A Badoni,Middle,2026,96,75,128.0
A Badoni,Powerplay,2023,8,15,53.33
A Badoni,Powerplay,2024,9,16,56.25
A Badoni,Powerplay,2025,11,10,110.0
A Badoni,Powerplay,2026,95,52,182.69
A Chopra,Middle,2008,18,15,120.0
A Chopra,Middle,2009,7,15,46.67
A Chopra,Powerplay,2008,23,35,65.71
A Choudhary,Death,2017,25,20,125.0
A Flintoff,Death,2009,25,17,147.06
A Flintoff,Middle,2009,23,23,100.0
A Flintoff,Powerplay,2009,14,13,107.69
A Kamboj,Death,2025,14,12,116.67
A Kamboj,Death,2026,39,28,139.29
A Kumble,Death,2008,13,17,76.47
A Kumble,Death,2009,15,14,107.14
A Kumble,Death,2010,6,11,54.55
A Manohar,Death,2022,49,32,153.12
A Manohar,Death,2023,56,31,180.65
A Manohar,Death,2025,43,31,138.71
A Manohar,Middle,2022,47,31,151.61
A Manohar,Middle,2023,58,52,111.54
A Manohar,Middle,2024,9,10,90.0
A Manohar,Middle,2025,18,30,60.0
A Manohar,Powerplay,2022,12,12,100.0
A Mhatre,Middle,2025,60,32,187.5
A Mhatre,Middle,2026,96,52,184.62
A Mhatre,Powerplay,2025,177,92,192.39
A Mhatre,Powerplay,2026,98,53,184.91
A Mishra,Death,2008,6,11,54.55
A Mishra,Death,2009,26,20,130.0
A Mishra,Death,2010,25,27,92.59
A Mishra,Death,2011,67,48,139.58
A Mishra,Death,2012,16,20,80.0
A Mishra,Death,2013,37,29,127.59
A Mishra,Death,2017,39,35,111.43
A Mishra,Death,2019,19,18,105.56
A Mishra,Death,2023,13,17,76.47
A Mishra,Middle,2008,31,31,100.0
A Mishra,Middle,2010,13,23,56.52
A Mishra,Middle,2013,51,61,83.61
A Mishra,Middle,2017,10,17,58.82
A Mishra,Middle,2023,6,13,46.15
A Mithun,Middle,2011,15,12,125.0
A Mukund,Powerplay,2013,14,15,93.33
A Nehra,Death,2008,2,12,16.67
A Nehra,Death,2010,22,19,115.79
A Nehra,Death,2012,11,12,91.67
A Nortje,Death,2023,37,29,127.59
A Raghuvanshi,Death,2025,58,42,138.1
A Raghuvanshi,Death,2026,79,40,197.5
A Raghuvanshi,Middle,2024,85,55,154.55
A Raghuvanshi,Middle,2025,166,129,128.68
A Raghuvanshi,Middle,2026,214,145,147.59
A Raghuvanshi,Powerplay,2024,78,49,159.18
A Raghuvanshi,Powerplay,2025,76,43,176.74
A Raghuvanshi,Powerplay,2026,129,102,126.47
A Symonds,Death,2008,47,21,223.81
A Symonds,Death,2009,57,30,190.0
A Symonds,Death,2010,106,68,155.88
A Symonds,Death,2011,82,63,130.16
A Symonds,Middle,2008,91,64,142.19
A Symonds,Middle,2009,172,120,143.33
A Symonds,Middle,2010,294,226,130.09
A Symonds,Middle,2011,52,71,73.24
A Symonds,Powerplay,2008,23,19,121.05
A Symonds,Powerplay,2009,19,13,146.15
A Symonds,Powerplay,2010,29,46,63.04
AA Bilakhia,Death,2009,34,29,117.24
AA Bilakhia,Middle,2009,10,20,50.0
AA Bilakhia,Powerplay,2009,23,31,74.19
AA Jhunjhunwala,Death,2010,60,36,166.67
AA Jhunjhunwala,Death,2012,9,12,75.0
AA Jhunjhunwala,Middle,2010,104,104,100.0
AA Jhunjhunwala,Middle,2012,15,14,107.14
AA Jhunjhunwala,Powerplay,2010,19,26,73.08
AA Kulkarni,Middle,2026,9,12,75.0
AA Kulkarni,Powerplay,2026,8,13,61.54
AA Noffke,Middle,2008,9,10,90.0
AB Agarkar,Death,2008,12,12,100.0
AB Agarkar,Death,2009,57,37,154.05
AB Agarkar,Death,2010,39,28,139.29
AB Agarkar,Middle,2008,22,20,110.0
AB Agarkar,Middle,2009,9,20,45.0
AB Agarkar,Powerplay,2008,20,13,153.85
AB Barath,Middle,2010,22,23,95.65
AB Barath,Powerplay,2010,18,14,128.57
AB Dinda,Death,2013,9,11,81.82
AB McDonald,Death,2010,55,40,137.5
AB McDonald,Death,2012,17,16,106.25
AB McDonald,Middle,2010,10,12,83.33
AB McDonald,Powerplay,2012,30,19,157.89
AB de Villiers,Death,2009,170,80,212.5
AB de Villiers,Death,2011,111,63,176.19
AB de Villiers,Death,2012,178,82,217.07
AB de Villiers,Death,2013,186,78,238.46
AB de Villiers,Death,2014,182,89,204.49
AB de Villiers,Death,2015,131,56,233.93
AB de Villiers,Death,2016,148,63,234.92
AB de Villiers,Death,2017,59,20,295.0
AB de Villiers,Death,2018,55,24,229.17
AB de Villiers,Death,2019,146,55,265.45
AB de Villiers,Death,2021,458,207,221.26
AB de Villiers,Middle,2008,56,59,94.92
AB de Villiers,Middle,2009,228,211,108.06
AB de Villiers,Middle,2010,61,67,91.04
AB de Villiers,Middle,2011,162,143,113.29
AB de Villiers,Middle,2012,131,108,121.3
AB de Villiers,Middle,2013,159,133,119.55
AB de Villiers,Middle,2014,190,144,131.94
AB de Villiers,Middle,2015,296,163,181.6
AB de Villiers,Middle,2016,391,245,159.59
AB de Villiers,Middle,2017,86,82,104.88
AB de Villiers,Middle,2018,338,197,171.57
AB de Villiers,Middle,2019,213,163,130.67
AB de Villiers,Middle,2021,259,242,107.02
AB de Villiers,Powerplay,2008,28,30,93.33
AB de Villiers,Powerplay,2009,61,63,96.83
AB de Villiers,Powerplay,2010,48,49,97.96
AB de Villiers,Powerplay,2011,33,36,91.67
AB de Villiers,Powerplay,2013,28,12,233.33
AB de Villiers,Powerplay,2014,17,15,113.33
AB de Villiers,Powerplay,2015,84,72,116.67
AB de Villiers,Powerplay,2016,143,97,147.42
AB de Villiers,Powerplay,2017,71,61,116.39
AB de Villiers,Powerplay,2018,87,54,161.11
AB de Villiers,Powerplay,2019,83,69,120.29
AB de Villiers,Powerplay,2021,49,49,100.0
AC Blizzard,Middle,2011,21,14,150.0
AC Blizzard,Powerplay,2011,99,73,135.62
AC Gilchrist,Death,2011,31,17,182.35
AC Gilchrist,Middle,2008,157,101,155.45
AC Gilchrist,Middle,2009,113,94,120.21
AC Gilchrist,Middle,2010,40,23,173.91
AC Gilchrist,Middle,2011,177,106,166.98
AC Gilchrist,Middle,2012,44,28,157.14
AC Gilchrist,Middle,2013,80,73,109.59
AC Gilchrist,Powerplay,2008,274,213,128.64
AC Gilchrist,Powerplay,2009,373,228,163.6
AC Gilchrist,Powerplay,2010,249,162,153.7
AC Gilchrist,Powerplay,2011,170,168,101.19
AC Gilchrist,Powerplay,2012,112,106,105.66
AC Gilchrist,Powerplay,2013,194,149,130.2
AC Thomas,Death,2012,19,15,126.67
AC Voges,Death,2010,85,56,151.79
AC Voges,Middle,2010,89,78,114.1
AD Hales,Middle,2018,34,37,91.89
AD Hales,Powerplay,2018,113,80,141.25
AD Mascarenhas,Death,2009,13,10,130.0
AD Mascarenhas,Death,2010,12,10,120.0
AD Mascarenhas,Death,2012,13,13,100.0
AD Mascarenhas,Middle,2009,22,27,81.48
AD Mathews,Death,2010,129,79,163.29
AD Mathews,Death,2012,59,47,125.53
AD Mathews,Death,2013,79,51,154.9
AD Mathews,Death,2015,116,68,170.59
AD Mathews,Death,2017,29,22,131.82
AD Mathews,Middle,2010,94,91,103.3
AD Mathews,Middle,2012,68,59,115.25
AD Mathews,Middle,2013,92,86,106.98
AD Mathews,Middle,2015,27,35,77.14
AD Mathews,Powerplay,2010,9,13,69.23
AD Nath,Death,2016,6,13,46.15
AD Nath,Death,2019,16,12,133.33
AD Nath,Middle,2016,14,14,100.0
AD Nath,Middle,2018,8,10,80.0
AD Nath,Middle,2019,35,37,94.59
AD Russell,Death,2012,31,15,206.67
AD Russell,Death,2013,11,14,78.57
AD Russell,Death,2015,119,60,198.33
AD Russell,Death,2016,126,69,182.61
AD Russell,Death,2018,186,95,195.79
AD Russell,Death,2019,345,139,248.2
AD Russell,Death,2021,109,69,157.97
AD Russell,Death,2022,121,70,172.86
AD Russell,Death,2023,134,82,163.41
AD Russell,Death,2024,127,61,208.2
AD Russell,Death,2025,108,50,216.0
AD Russell,Middle,2012,16,11,145.45
AD Russell,Middle,2015,184,99,185.86
AD Russell,Middle,2016,62,45,137.78
AD Russell,Middle,2018,130,75,173.33
AD Russell,Middle,2019,159,107,148.6
AD Russell,Middle,2021,174,123,141.46
AD Russell,Middle,2022,209,119,175.63
AD Russell,Middle,2023,92,73,126.03
AD Russell,Middle,2024,87,55,158.18
AD Russell,Middle,2025,59,52,113.46
AD Russell,Powerplay,2015,23,10,230.0
AF Milne,Death,2021,15,16,93.75
AG Paunikar,Powerplay,2011,48,54,88.89
AJ Finch,Death,2011,27,16,168.75
AJ Finch,Death,2014,64,47,136.17
AJ Finch,Death,2016,89,56,158.93
AJ Finch,Death,2017,75,39,192.31
AJ Finch,Death,2018,23,11,209.09
AJ Finch,Middle,2010,21,21,100.0
AJ Finch,Middle,2012,8,11,72.73
AJ Finch,Middle,2013,214,144,148.61
AJ Finch,Middle,2014,103,84,122.62
AJ Finch,Middle,2016,200,148,135.14
AJ Finch,Middle,2017,147,95,154.74
AJ Finch,Middle,2018,89,68,130.88
AJ Finch,Middle,2021,79,70,112.86
AJ Finch,Middle,2022,35,12,291.67
AJ Finch,Powerplay,2011,18,25,72.0
AJ Finch,Powerplay,2012,47,40,117.5
AJ Finch,Powerplay,2013,237,182,130.22
AJ Finch,Powerplay,2014,141,130,108.46
AJ Finch,Powerplay,2015,23,33,69.7
AJ Finch,Powerplay,2016,103,93,110.75
AJ Finch,Powerplay,2017,78,48,162.5
AJ Finch,Powerplay,2018,22,21,104.76
AJ Finch,Powerplay,2021,183,169,108.28
AJ Finch,Powerplay,2022,51,49,104.08
AJ Hosein,Death,2023,16,10,160.0
AJ Turner,Death,2019,3,10,30.0
AJ Turner,Middle,2024,17,10,170.0
AJ Tye,Death,2017,38,22,172.73
AJ Tye,Death,2018,32,35,91.43
AK Markram,Death,2021,37,24,154.17
AK Markram,Death,2022,111,53,209.43
AK Markram,Death,2023,40,25,160.0
AK Markram,Death,2024,36,20,180.0
AK Markram,Death,2025,12,12,100.0
AK Markram,Death,2026,54,27,200.0
AK Markram,Middle,2021,108,91,118.68
AK Markram,Middle,2022,246,188,130.85
AK Markram,Middle,2023,190,142,133.8
AK Markram,Middle,2024,127,110,115.45
AK Markram,Middle,2025,161,110,146.36
AK Markram,Middle,2026,56,51,109.8
AK Markram,Powerplay,2022,24,32,75.0
AK Markram,Powerplay,2023,18,30,60.0
AK Markram,Powerplay,2024,57,45,126.67
AK Markram,Powerplay,2025,266,176,151.14
AK Markram,Powerplay,2026,120,88,136.36
AL Menaria,Death,2011,20,19,105.26
AL Menaria,Death,2012,70,57,122.81
AL Menaria,Middle,2011,152,126,120.63
AL Menaria,Middle,2012,144,142,101.41
AM Nayar,Death,2008,98,44,222.73
AM Nayar,Death,2009,127,72,176.39
AM Nayar,Death,2011,36,26,138.46
AM Nayar,Death,2012,9,10,90.0
AM Nayar,Death,2013,28,36,77.78
AM Nayar,Middle,2008,107,93,115.05
AM Nayar,Middle,2009,64,78,82.05
AM Nayar,Middle,2010,30,27,111.11
AM Nayar,Middle,2011,14,26,53.85
AM Nayar,Middle,2012,33,30,110.0
AM Nayar,Middle,2013,38,37,102.7
AM Nayar,Middle,2014,11,16,68.75
AM Nayar,Powerplay,2010,19,17,111.76
AM Nayar,Powerplay,2011,10,14,71.43
AM Nayar,Powerplay,2014,28,30,93.33
AM Rahane,Death,2009,69,45,153.33
AM Rahane,Death,2011,19,18,105.56
AM Rahane,Death,2012,97,51,190.2
AM Rahane,Death,2013,67,49,136.73
AM Rahane,Death,2014,45,27,166.67
AM Rahane,Death,2015,72,47,153.19
AM Rahane,Death,2016,40,24,166.67
AM Rahane,Death,2018,21,16,131.25
AM Rahane,Death,2019,34,25,136.0
AM Rahane,Death,2023,34,10,340.0
AM Rahane,Middle,2009,55,47,117.02
AM Rahane,Middle,2011,78,61,127.87
AM Rahane,Middle,2012,216,169,127.81
AM Rahane,Middle,2013,208,194,107.22
AM Rahane,Middle,2014,100,94,106.38
AM Rahane,Middle,2015,213,170,125.29
AM Rahane,Middle,2016,225,164,137.2
AM Rahane,Middle,2017,135,116,116.38
AM Rahane,Middle,2018,121,118,102.54
AM Rahane,Middle,2019,125,88,142.05
AM Rahane,Middle,2021,33,25,132.0
AM Rahane,Middle,2022,41,33,124.24
AM Rahane,Middle,2023,167,119,140.34
AM Rahane,Middle,2024,97,82,118.29
AM Rahane,Middle,2025,152,137,110.95
AM Rahane,Middle,2026,133,92,144.57
AM Rahane,Powerplay,2008,4,17,23.53
AM Rahane,Powerplay,2009,19,29,65.52
AM Rahane,Powerplay,2011,23,19,121.05
AM Rahane,Powerplay,2012,247,213,115.96
AM Rahane,Powerplay,2013,213,215,99.07
AM Rahane,Powerplay,2014,194,170,114.12
AM Rahane,Powerplay,2015,255,195,130.77
AM Rahane,Powerplay,2016,214,190,112.63
AM Rahane,Powerplay,2017,247,207,119.32
AM Rahane,Powerplay,2018,228,179,127.37
AM Rahane,Powerplay,2019,234,172,136.05
AM Rahane,Powerplay,2021,78,81,96.3
AM Rahane,Powerplay,2022,92,95,96.84
AM Rahane,Powerplay,2023,125,60,208.33
AM Rahane,Powerplay,2024,145,114,127.19
AM Rahane,Powerplay,2025,238,127,187.4
AM Rahane,Powerplay,2026,202,156,129.49
AN Ahmed,Death,2011,18,13,138.46
AP Dole,Death,2010,33,20,165.0
AP Majumdar,Middle,2012,64,58,110.34
AP Majumdar,Powerplay,2012,21,15,140.0
AP Tare,Death,2014,40,26,153.85
AP Tare,Middle,2013,50,32,156.25
AP Tare,Powerplay,2010,44,33,133.33
AP Tare,Powerplay,2013,73,52,140.38
AP Tare,Powerplay,2014,69,62,111.29
AP Tare,Powerplay,2015,14,17,82.35
AP Tare,Powerplay,2016,8,14,57.14
AP Tare,Powerplay,2017,18,23,78.26
AR Bawne,Death,2017,12,12,100.0
AR Patel,Death,2014,37,33,112.12
AR Patel,Death,2015,74,63,117.46
AR Patel,Death,2016,75,41,182.93
AR Patel,Death,2017,141,83,169.88
AR Patel,Death,2018,23,19,121.05
AR Patel,Death,2019,81,53,152.83
AR Patel,Death,2021,95,73,130.14
AR Patel,Death,2022,127,70,181.43
AR Patel,Death,2023,150,88,170.45
AR Patel,Death,2024,87,68,127.94
AR Patel,Death,2025,67,32,209.38
AR Patel,Death,2026,45,29,155.17
AR Patel,Middle,2014,23,24,95.83
AR Patel,Middle,2015,131,109,120.18
AR Patel,Middle,2016,34,33,103.03
AR Patel,Middle,2017,80,76,105.26
AR Patel,Middle,2018,57,50,114.0
AR Patel,Middle,2019,27,34,79.41
AR Patel,Middle,2021,62,54,114.81
AR Patel,Middle,2022,55,50,110.0
AR Patel,Middle,2023,123,108,113.89
AR Patel,Middle,2024,129,93,138.71
AR Patel,Middle,2025,157,108,145.37
AR Patel,Middle,2026,116,93,124.73
AR Patel,Powerplay,2024,19,18,105.56
AR Patel,Powerplay,2025,39,27,144.44
AS Joseph,Death,2019,15,13,115.38
AS Rajpoot,Death,2018,10,13,76.92
AS Rajpoot,Death,2021,9,10,90.0
AS Raut,Death,2009,49,35,140.0
AS Raut,Death,2010,43,39,110.26
AS Raut,Death,2011,28,29,96.55
AS Raut,Middle,2009,29,26,111.54
AS Raut,Middle,2011,25,23,108.7
AS Roy,Death,2023,19,13,146.15
AS Roy,Death,2026,37,22,168.18
AS Roy,Middle,2026,15,17,88.24
AS Yadav,Death,2008,39,29,134.48
AS Yadav,Middle,2008,10,10,100.0
AT Carey,Death,2021,32,29,110.34
AT Rayudu,Death,2010,101,62,162.9
AT Rayudu,Death,2011,70,40,175.0
AT Rayudu,Death,2012,110,58,189.66
AT Rayudu,Death,2013,130,85,152.94
AT Rayudu,Death,2014,40,31,129.03
AT Rayudu,Death,2015,188,93,202.15
AT Rayudu,Death,2016,23,18,127.78
AT Rayudu,Death,2017,38,15,253.33
AT Rayudu,Death,2018,97,52,186.54
AT Rayudu,Death,2019,79,66,119.7
AT Rayudu,Death,2021,173,97,178.35
AT Rayudu,Death,2022,37,21,176.19
AT Rayudu,Death,2023,84,54,155.56
AT Rayudu,Middle,2010,206,152,135.53
AT Rayudu,Middle,2011,245,203,120.69
AT Rayudu,Middle,2012,200,161,124.22
AT Rayudu,Middle,2013,103,119,86.55
AT Rayudu,Middle,2014,244,186,131.18
AT Rayudu,Middle,2015,90,86,104.65
AT Rayudu,Middle,2016,172,148,116.22
AT Rayudu,Middle,2017,43,41,104.88
AT Rayudu,Middle,2018,271,197,137.56
AT Rayudu,Middle,2019,166,171,97.08
AT Rayudu,Middle,2021,372,296,125.68
AT Rayudu,Middle,2022,197,152,129.61
AT Rayudu,Middle,2023,74,59,125.42
AT Rayudu,Powerplay,2010,47,30,156.67
AT Rayudu,Powerplay,2011,79,106,74.53
AT Rayudu,Powerplay,2012,23,33,69.7
AT Rayudu,Powerplay,2013,31,25,124.0
AT Rayudu,Powerplay,2014,76,69,110.14
AT Rayudu,Powerplay,2015,3,13,23.08
AT Rayudu,Powerplay,2016,139,111,125.23
AT Rayudu,Powerplay,2017,10,22,45.45
AT Rayudu,Powerplay,2018,234,152,153.95
AT Rayudu,Powerplay,2019,37,64,57.81
AT Rayudu,Powerplay,2021,54,53,101.89
AT Rayudu,Powerplay,2022,39,50,78.0
AU Rashid,Middle,2023,17,12,141.67
Abdul Samad,Death,2021,151,95,158.95
Abdul Samad,Death,2023,116,77,150.65
Abdul Samad,Death,2024,121,60,201.67
Abdul Samad,Death,2025,106,57,185.96
Abdul Samad,Death,2026,54,33,163.64
Abdul Samad,Middle,2021,71,57,124.56
Abdul Samad,Middle,2023,48,48,100.0
Abdul Samad,Middle,2024,61,48,127.08
Abdul Samad,Middle,2025,58,36,161.11
Abdul Samad,Middle,2026,62,55,112.73
Abhishek Sharma,Death,2018,61,29,210.34
Abhishek Sharma,Death,2021,59,48,122.92
Abhishek Sharma,Death,2023,29,12,241.67
Abhishek Sharma,Death,2026,20,17,117.65
Abhishek Sharma,Middle,2021,67,60,111.67
Abhishek Sharma,Middle,2022,167,109,153.21
Abhishek Sharma,Middle,2023,80,58,137.93
Abhishek Sharma,Middle,2024,141,68,207.35
Abhishek Sharma,Middle,2025,163,67,243.28
Abhishek Sharma,Middle,2026,174,86,202.33
Abhishek Sharma,Powerplay,2021,43,23,186.96
Abhishek Sharma,Powerplay,2022,254,202,125.74
Abhishek Sharma,Powerplay,2023,116,86,134.88
Abhishek Sharma,Powerplay,2024,337,167,201.8
Abhishek Sharma,Powerplay,2025,260,151,172.19
Abhishek Sharma,Powerplay,2026,369,172,214.53
Abishek Porel,Death,2023,8,12,66.67
Abishek Porel,Death,2024,42,18,233.33
Abishek Porel,Middle,2023,24,18,133.33
Abishek Porel,Middle,2024,144,97,148.45
Abishek Porel,Middle,2025,119,85,140.0
Abishek Porel,Middle,2026,38,34,111.76
Abishek Porel,Powerplay,2024,140,89,157.3
Abishek Porel,Powerplay,2025,175,118,148.31
Abishek Porel,Powerplay,2026,66,51,129.41
Akshat Raghuwanshi,Middle,2026,29,25,116.0
Aman Hakim Khan,Death,2023,54,38,142.11
Aman Hakim Khan,Middle,2023,52,58,89.66
Aniket Verma,Death,2025,80,44,181.82
Aniket Verma,Death,2026,63,33,190.91
Aniket Verma,Middle,2025,139,82,169.51
Aniket Verma,Middle,2026,16,21,76.19
Aniket Verma,Powerplay,2025,17,16,106.25
Anirudh Singh,Death,2010,13,14,92.86
Anirudh Singh,Middle,2010,32,32,100.0
Anirudh Singh,Powerplay,2010,18,20,90.0
Ankit Sharma,Death,2012,18,13,138.46
Ankit Sharma,Death,2017,20,12,166.67
Ankit Sharma,Powerplay,2014,27,23,117.39
Anmolpreet Singh,Middle,2023,15,15,100.0
Anmolpreet Singh,Powerplay,2021,16,14,114.29
Anmolpreet Singh,Powerplay,2023,90,67,134.33
Anuj Rawat,Death,2023,74,44,168.18
Anuj Rawat,Death,2024,54,30,180.0
Anuj Rawat,Middle,2022,38,28,135.71
Anuj Rawat,Middle,2023,11,23,47.83
Anuj Rawat,Middle,2024,44,47,93.62
Anuj Rawat,Powerplay,2022,77,83,92.77
Anureet Singh,Death,2015,14,22,63.64
Anureet Singh,Death,2017,15,12,125.0
Arshad Khan,Death,2023,16,11,145.45
Arshad Khan,Death,2024,48,29,165.52
Arshad Khan,Death,2025,16,14,114.29
Arshad Khan,Middle,2024,30,21,142.86
Arshdeep Singh,Death,2022,17,26,65.38
Ashutosh Sharma,Death,2024,122,67,182.09
Ashutosh Sharma,Death,2025,143,76,188.16
Ashutosh Sharma,Death,2026,145,69,210.14
Ashutosh Sharma,Middle,2024,61,43,141.86
Ashutosh Sharma,Middle,2025,60,50,120.0
Ashutosh Sharma,Middle,2026,26,23,113.04
Atharva Taide,Middle,2023,84,64,131.25
Atharva Taide,Middle,2024,19,10,190.0
Atharva Taide,Powerplay,2023,102,65,156.92
Atharva Taide,Powerplay,2024,42,29,144.83
Avesh Khan,Death,2025,21,12,175.0
Azhar Mahmood,Death,2012,76,48,158.33
Azhar Mahmood,Death,2013,41,36,113.89
Azhar Mahmood,Middle,2012,103,90,114.44
Azhar Mahmood,Middle,2013,140,98,142.86
Azhar Mahmood,Powerplay,2013,15,20,75.0
Azmatullah Omarzai,Death,2025,23,14,164.29
Azmatullah Omarzai,Death,2026,40,20,200.0
Azmatullah Omarzai,Middle,2024,36,29,124.14
Azmatullah Omarzai,Middle,2025,34,27,125.93
B Akhil,Death,2008,41,25,164.0
B Chipli,Death,2011,80,44,181.82
B Chipli,Death,2012,20,12,166.67
B Chipli,Middle,2011,107,98,109.18
B Chipli,Middle,2012,16,17,94.12
B Chipli,Powerplay,2008,20,28,71.43
B Chipli,Powerplay,2011,20,28,71.43
B Chipli,Powerplay,2013,14,13,107.69
B Indrajith,Powerplay,2022,19,27,70.37
B Kumar,Death,2012,38,37,102.7
B Kumar,Death,2013,51,67,76.12
B Kumar,Death,2015,17,10,170.0
B Kumar,Death,2016,43,27,159.26
B Kumar,Death,2018,13,16,81.25
B Kumar,Death,2019,12,19,63.16
B Kumar,Death,2021,34,32,106.25
B Kumar,Death,2022,24,25,96.0
B Kumar,Death,2023,24,30,80.0
B Kumar,Death,2024,18,18,100.0
B Kumar,Death,2025,6,12,50.0
B Kumar,Death,2026,30,23,130.43
B Kumar,Middle,2023,18,17,105.88
B Kumar,Middle,2024,5,11,45.45
B Kumar,Middle,2025,8,13,61.54
B Lee,Death,2008,17,12,141.67
B Lee,Death,2009,26,32,81.25
B Lee,Death,2012,33,15,220.0
B Sai Sudharsan,Death,2022,28,17,164.71
B Sai Sudharsan,Death,2023,88,41,214.63
B Sai Sudharsan,Death,2024,50,25,200.0
B Sai Sudharsan,Death,2025,61,29,210.34
B Sai Sudharsan,Death,2026,75,34,220.59
B Sai Sudharsan,Middle,2022,85,70,121.43
B Sai Sudharsan,Middle,2023,188,146,128.77
B Sai Sudharsan,Middle,2024,312,205,152.2
B Sai Sudharsan,Middle,2025,296,199,148.74
B Sai Sudharsan,Middle,2026,298,178,167.42
B Sai Sudharsan,Powerplay,2022,28,26,107.69
B Sai Sudharsan,Powerplay,2023,79,66,119.7
B Sai Sudharsan,Powerplay,2024,160,138,115.94
B Sai Sudharsan,Powerplay,2025,402,258,155.81
B Sai Sudharsan,Powerplay,2026,346,242,142.98
B Sumanth,Death,2010,26,26,100.0
B Sumanth,Middle,2010,9,11,81.82
BA Stokes,Death,2017,76,45,168.89
BA Stokes,Death,2018,19,12,158.33
BA Stokes,Death,2019,68,47,144.68
BA Stokes,Death,2021,36,16,225.0
BA Stokes,Middle,2017,213,154,138.31
BA Stokes,Middle,2018,141,117,120.51
BA Stokes,Middle,2019,55,50,110.0
BA Stokes,Middle,2021,72,60,120.0
BA Stokes,Powerplay,2017,27,22,122.73
BA Stokes,Powerplay,2018,35,31,112.9
BA Stokes,Powerplay,2021,177,127,139.37
BB McCullum,Death,2008,59,21,280.95
BB McCullum,Death,2009,48,25,192.0
BB McCullum,Death,2014,12,10,120.0
BB McCullum,Death,2015,33,19,173.68
BB McCullum,Middle,2008,58,32,181.25
BB McCullum,Middle,2009,71,76,93.42
BB McCullum,Middle,2010,81,68,119.12
BB McCullum,Middle,2011,108,87,124.14
BB McCullum,Middle,2012,153,120,127.5
BB McCullum,Middle,2014,186,164,113.41
BB McCullum,Middle,2015,150,90,166.67
BB McCullum,Middle,2016,124,96,129.17
BB McCullum,Middle,2017,136,86,158.14
BB McCullum,Middle,2018,66,45,146.67
BB McCullum,Powerplay,2008,71,38,186.84
BB McCullum,Powerplay,2009,159,135,117.78
BB McCullum,Powerplay,2010,25,34,73.53
BB McCullum,Powerplay,2011,228,176,129.55
BB McCullum,Powerplay,2012,134,159,84.28
BB McCullum,Powerplay,2014,207,159,130.19
BB McCullum,Powerplay,2015,248,167,148.5
BB McCullum,Powerplay,2016,230,166,138.55
BB McCullum,Powerplay,2017,184,134,137.31
BB McCullum,Powerplay,2018,55,42,130.95
BB Samantray,Death,2013,40,28,142.86
BB Samantray,Middle,2013,68,62,109.68
BB Samantray,Powerplay,2013,15,21,71.43
BCJ Cutting,Death,2016,57,27,211.11
BCJ Cutting,Death,2017,41,21,195.24
BCJ Cutting,Death,2018,94,54,174.07
BCJ Cutting,Death,2019,16,13,123.08
BJ Haddin,Powerplay,2011,18,11,163.64
BJ Hodge,Death,2009,105,55,190.91
BJ Hodge,Death,2011,87,49,177.55
BJ Hodge,Death,2012,147,96,153.12
BJ Hodge,Death,2013,186,120,155.0
BJ Hodge,Death,2014,80,48,166.67
BJ Hodge,Middle,2009,208,184,113.04
BJ Hodge,Middle,2010,55,49,112.24
BJ Hodge,Middle,2011,158,151,104.64
BJ Hodge,Middle,2012,98,77,127.27
BJ Hodge,Middle,2013,106,97,109.28
BJ Hodge,Middle,2014,21,24,87.5
BJ Hodge,Powerplay,2008,12,17,70.59
BJ Hodge,Powerplay,2009,52,70,74.29
BJ Hodge,Powerplay,2010,44,41,107.32
BJ Hodge,Powerplay,2011,40,34,117.65
BJ Rohrer,Death,2013,79,35,225.71
BJ Rohrer,Middle,2013,114,105,108.57
BMAJ Mendis,Middle,2013,22,25,88.0
BR Dunk,Powerplay,2014,40,35,114.29
Basil Thampi,Death,2017,28,28,100.0
Bipul Sharma,Death,2011,23,18,127.78
Bipul Sharma,Death,2012,58,35,165.71
Bipul Sharma,Death,2016,51,25,204.0
Bipul Sharma,Death,2017,31,24,129.17
Bipul Sharma,Middle,2012,14,12,116.67
C Bosch,Death,2025,45,27,166.67
C Bosch,Death,2026,50,31,161.29
C Connolly,Death,2026,94,37,254.05
C Connolly,Middle,2026,256,160,160.0
C Connolly,Powerplay,2026,137,102,134.31
C Green,Death,2023,86,44,195.45
C Green,Death,2024,117,58,201.72
C Green,Death,2026,61,42,145.24
C Green,Middle,2023,197,140,140.71
C Green,Middle,2024,109,96,113.54
C Green,Middle,2026,200,127,157.48
C Green,Powerplay,2023,161,95,169.47
C Green,Powerplay,2024,29,24,120.83
C Green,Powerplay,2026,61,51,119.61
C Madan,Powerplay,2010,14,18,77.78
C Munro,Middle,2019,39,39,100.0
