bowler,phase,season,runs_conceded,legal_balls,wickets,overs,economy
M Tiwari,Middle,2026,65.0,48,2,8.0,8.12
M Vijay,Middle,2014,13.0,6,0,1.0,13.0
M Vijay,Middle,2015,28.0,24,0,4.0,7.0
M Vijay,Powerplay,2016,8.0,6,0,1.0,8.0
M de Lange,Death,2012,28.0,12,1,2.0,14.0
M de Lange,Death,2014,7.0,6,1,1.0,7.0
M de Lange,Death,2015,25.0,12,1,2.0,12.5
M de Lange,Middle,2012,17.0,6,0,1.0,17.0
M de Lange,Middle,2014,11.0,12,1,2.0,5.5
M de Lange,Powerplay,2012,62.0,42,2,7.0,8.86
M de Lange,Powerplay,2014,14.0,6,0,1.0,14.0
M de Lange,Powerplay,2015,5.0,12,0,2.0,2.5
MA Khote,Death,2008,23.0,12,1,2.0,11.5
MA Khote,Middle,2008,28.0,18,1,3.0,9.33
MA Starc,Death,2014,177.0,124,10,20.67,8.56
MA Starc,Death,2015,78.0,78,12,13.0,6.0
MA Starc,Death,2024,134.0,65,9,10.83,12.37
MA Starc,Death,2025,87.0,54,9,9.0,9.67
MA Starc,Death,2026,63.0,36,8,6.0,10.5
MA Starc,Middle,2014,39.0,30,1,5.0,7.8
MA Starc,Middle,2015,67.0,54,7,9.0,7.44
MA Starc,Middle,2024,18.0,12,0,2.0,9.0
MA Starc,Middle,2025,42.0,36,2,6.0,7.0
MA Starc,Middle,2026,47.0,30,3,5.0,9.4
MA Starc,Powerplay,2014,186.0,168,6,28.0,6.64
MA Starc,Powerplay,2015,146.0,126,3,21.0,6.95
MA Starc,Powerplay,2024,292.0,174,11,29.0,10.07
MA Starc,Powerplay,2025,271.0,143,8,23.83,11.37
MA Starc,Powerplay,2026,114.0,66,2,11.0,10.36
MA Wood,Death,2018,36.0,12,0,2.0,18.0
MA Wood,Death,2023,76.0,42,7,7.0,10.86
MA Wood,Middle,2018,13.0,12,0,2.0,6.5
MA Wood,Middle,2023,19.0,30,2,5.0,3.8
MA Wood,Powerplay,2023,35.0,24,2,4.0,8.75
MB Parmar,Middle,2010,19.0,12,0,2.0,9.5
MB Parmar,Powerplay,2010,14.0,6,0,1.0,14.0
MC Henriques,Death,2009,35.0,24,1,4.0,8.75
MC Henriques,Death,2010,23.0,12,0,2.0,11.5
MC Henriques,Death,2013,22.0,7,0,1.17,18.8
MC Henriques,Death,2014,14.0,12,3,2.0,7.0
MC Henriques,Death,2015,19.0,12,0,2.0,9.5
MC Henriques,Death,2016,27.0,18,1,3.0,9.0
MC Henriques,Death,2017,12.0,7,0,1.17,10.26
MC Henriques,Death,2021,5.0,6,0,1.0,5.0
MC Henriques,Middle,2009,42.0,31,1,5.17,8.12
MC Henriques,Middle,2010,12.0,12,1,2.0,6.0
MC Henriques,Middle,2013,59.0,36,4,6.0,9.83
MC Henriques,Middle,2014,31.0,30,1,5.0,6.2
MC Henriques,Middle,2015,114.0,108,7,18.0,6.33
MC Henriques,Middle,2016,380.0,288,13,48.0,7.92
MC Henriques,Middle,2017,203.0,120,2,20.0,10.15
MC Henriques,Middle,2021,16.0,24,3,4.0,4.0
MC Henriques,Powerplay,2009,30.0,18,0,3.0,10.0
MC Henriques,Powerplay,2013,104.0,84,4,14.0,7.43
MC Henriques,Powerplay,2014,51.0,18,0,3.0,17.0
MC Henriques,Powerplay,2015,25.0,30,4,5.0,5.0
MC Henriques,Powerplay,2016,8.0,6,0,1.0,8.0
MC Henriques,Powerplay,2017,33.0,17,0,2.83,11.66
MC Henriques,Powerplay,2021,24.0,30,1,5.0,4.8
MD Shanaka,Death,2026,6.0,6,0,1.0,6.0
MD Shanaka,Middle,2026,54.0,30,1,5.0,10.8
MF Maharoof,Death,2008,98.0,66,10,11.0,8.91
MF Maharoof,Death,2009,17.0,12,1,2.0,8.5
MF Maharoof,Death,2010,38.0,24,2,4.0,9.5
MF Maharoof,Middle,2008,116.0,114,8,19.0,6.11
MF Maharoof,Middle,2009,25.0,24,1,4.0,6.25
MF Maharoof,Middle,2010,18.0,12,0,2.0,9.0
MF Maharoof,Powerplay,2008,35.0,36,1,6.0,5.83
MF Maharoof,Powerplay,2009,23.0,24,2,4.0,5.75
MF Maharoof,Powerplay,2010,150.0,108,8,18.0,8.33
MG Bracewell,Middle,2023,82.0,54,3,9.0,9.11
MG Bracewell,Powerplay,2023,13.0,12,3,2.0,6.5
MG Johnson,Death,2013,116.0,78,5,13.0,8.92
MG Johnson,Death,2014,152.0,105,11,17.5,8.69
MG Johnson,Death,2015,88.0,41,4,6.83,12.88
MG Johnson,Death,2016,22.0,12,2,2.0,11.0
MG Johnson,Death,2017,32.0,24,6,4.0,8.0
MG Johnson,Death,2018,66.0,42,2,7.0,9.43
MG Johnson,Middle,2013,107.0,72,3,12.0,8.92
MG Johnson,Middle,2014,48.0,42,0,7.0,6.86
MG Johnson,Middle,2015,126.0,102,3,17.0,7.41
MG Johnson,Middle,2016,30.0,18,1,3.0,10.0
MG Johnson,Middle,2017,40.0,36,1,6.0,6.67
MG Johnson,Middle,2018,64.0,42,0,7.0,9.14
MG Johnson,Powerplay,2013,236.0,234,16,39.0,6.05
MG Johnson,Powerplay,2014,244.0,174,6,29.0,8.41
MG Johnson,Powerplay,2015,128.0,75,4,12.5,10.24
MG Johnson,Powerplay,2016,54.0,36,0,6.0,9.0
MG Johnson,Powerplay,2017,69.0,60,2,10.0,6.9
MG Johnson,Powerplay,2018,86.0,42,0,7.0,12.29
MG Neser,Death,2013,33.0,12,0,2.0,16.5
MG Neser,Middle,2013,11.0,6,0,1.0,11.0
MG Neser,Powerplay,2013,18.0,6,0,1.0,18.0
MJ Clarke,Death,2012,9.0,6,0,1.0,9.0
MJ Clarke,Middle,2012,58.0,60,3,10.0,5.8
MJ Henry,Death,2017,35.0,12,2,2.0,17.5
MJ Henry,Death,2024,10.0,6,0,1.0,10.0
MJ Henry,Death,2026,12.0,6,1,1.0,12.0
MJ Henry,Middle,2024,8.0,6,0,1.0,8.0
MJ Henry,Middle,2026,41.0,18,0,3.0,13.67
MJ Henry,Powerplay,2017,36.0,18,0,3.0,12.0
MJ Henry,Powerplay,2024,92.0,60,1,10.0,9.2
MJ Henry,Powerplay,2026,77.0,36,1,6.0,12.83
MJ McClenaghan,Death,2015,123.0,84,9,14.0,8.79
MJ McClenaghan,Death,2016,157.0,104,11,17.33,9.06
MJ McClenaghan,Death,2017,190.0,120,9,20.0,9.5
MJ McClenaghan,Death,2018,89.0,42,4,7.0,12.71
MJ McClenaghan,Death,2019,27.0,18,1,3.0,9.0
MJ McClenaghan,Middle,2015,73.0,48,4,8.0,9.12
MJ McClenaghan,Middle,2016,75.0,60,2,10.0,7.5
MJ McClenaghan,Middle,2017,126.0,60,1,10.0,12.6
MJ McClenaghan,Middle,2018,57.0,48,2,8.0,7.12
MJ McClenaghan,Middle,2019,36.0,36,0,6.0,6.0
MJ McClenaghan,Powerplay,2015,190.0,150,5,25.0,7.6
MJ McClenaghan,Powerplay,2016,204.0,156,5,26.0,7.85
MJ McClenaghan,Powerplay,2017,191.0,144,10,24.0,7.96
MJ McClenaghan,Powerplay,2018,186.0,150,10,25.0,7.44
MJ McClenaghan,Powerplay,2019,79.0,54,2,9.0,8.78
MJ Santner,Death,2019,10.0,12,1,2.0,5.0
MJ Santner,Death,2023,7.0,6,0,1.0,7.0
MJ Santner,Death,2025,57.0,27,3,4.5,12.67
MJ Santner,Death,2026,7.0,6,1,1.0,7.0
MJ Santner,Middle,2019,47.0,48,1,8.0,5.88
MJ Santner,Middle,2021,31.0,30,2,5.0,6.2
MJ Santner,Middle,2022,80.0,72,4,12.0,6.67
MJ Santner,Middle,2023,56.0,54,3,9.0,6.22
MJ Santner,Middle,2024,44.0,30,3,5.0,8.8
MJ Santner,Middle,2025,221.0,186,7,31.0,7.13
MJ Santner,Middle,2026,77.0,60,3,10.0,7.7
MJ Santner,Powerplay,2019,37.0,24,2,4.0,9.25
MJ Santner,Powerplay,2021,22.0,12,0,2.0,11.0
MJ Santner,Powerplay,2022,50.0,42,0,7.0,7.14
MJ Santner,Powerplay,2023,18.0,12,0,2.0,9.0
MJ Santner,Powerplay,2024,20.0,24,0,4.0,5.0
MJ Santner,Powerplay,2025,35.0,24,0,4.0,8.75
MJ Santner,Powerplay,2026,41.0,18,1,3.0,13.67
MJ Suthar,Death,2026,34.0,18,1,3.0,11.33
MJ Suthar,Middle,2026,34.0,18,1,3.0,11.33
MJ Suthar,Powerplay,2024,26.0,12,0,2.0,13.0
MK Lomror,Middle,2018,27.0,18,0,3.0,9.0
MK Lomror,Middle,2021,36.0,30,0,5.0,7.2
MK Lomror,Middle,2022,18.0,12,0,2.0,9.0
MK Lomror,Middle,2023,17.0,12,1,2.0,8.5
MK Lomror,Middle,2024,18.0,6,0,1.0,18.0
MK Lomror,Powerplay,2021,11.0,12,1,2.0,5.5
MK Tiwary,Death,2010,11.0,6,1,1.0,11.0
MK Tiwary,Death,2014,17.0,6,0,1.0,17.0
MK Tiwary,Middle,2009,11.0,6,0,1.0,11.0
MK Tiwary,Middle,2011,23.0,12,0,2.0,11.5
MK Tiwary,Middle,2014,11.0,6,0,1.0,11.0
MK Tiwary,Middle,2018,10.0,6,0,1.0,10.0
MM Ali,Death,2019,34.0,18,1,3.0,11.33
MM Ali,Death,2021,11.0,14,0,2.33,4.72
MM Ali,Death,2022,4.0,6,0,1.0,4.0
MM Ali,Death,2023,3.0,6,1,1.0,3.0
MM Ali,Death,2024,19.0,12,1,2.0,9.5
MM Ali,Middle,2018,83.0,66,5,11.0,7.55
MM Ali,Middle,2019,118.0,114,6,19.0,6.21
MM Ali,Middle,2021,192.0,168,8,28.0,6.86
MM Ali,Middle,2022,147.0,125,8,20.83,7.06
MM Ali,Middle,2023,182.0,138,6,23.0,7.91
MM Ali,Middle,2024,52.0,36,1,6.0,8.67
MM Ali,Middle,2025,95.0,54,3,9.0,10.56
MM Ali,Powerplay,2018,13.0,12,0,2.0,6.5
MM Ali,Powerplay,2019,17.0,18,0,3.0,5.67
MM Ali,Powerplay,2022,7.0,12,0,2.0,3.5
MM Ali,Powerplay,2023,10.0,12,2,2.0,5.0
MM Ali,Powerplay,2025,41.0,42,3,7.0,5.86
MM Patel,Death,2008,101.0,60,3,10.0,10.1
MM Patel,Death,2009,98.0,47,7,7.83,12.52
MM Patel,Death,2010,10.0,12,2,2.0,5.0
MM Patel,Death,2011,127.0,74,8,12.33,10.3
MM Patel,Death,2012,151.0,82,6,13.67,11.05
MM Patel,Death,2013,52.0,30,2,5.0,10.4
MM Patel,Middle,2008,102.0,108,10,18.0,5.67
MM Patel,Middle,2009,76.0,78,4,13.0,5.85
MM Patel,Middle,2010,19.0,18,3,3.0,6.33
MM Patel,Middle,2011,94.0,90,4,15.0,6.27
MM Patel,Middle,2012,36.0,48,2,8.0,4.5
MM Patel,Middle,2013,20.0,18,0,3.0,6.67
MM Patel,Middle,2017,50.0,36,1,6.0,8.33
MM Patel,Powerplay,2008,217.0,162,3,27.0,8.04
MM Patel,Powerplay,2009,67.0,84,7,14.0,4.79
MM Patel,Powerplay,2010,89.0,48,0,8.0,11.12
MM Patel,Powerplay,2011,137.0,162,10,27.0,5.07
MM Patel,Powerplay,2012,180.0,150,9,25.0,7.2
MM Patel,Powerplay,2013,65.0,42,1,7.0,9.29
MM Patel,Powerplay,2017,7.0,6,0,1.0,7.0
MM Sharma,Death,2013,26.0,16,2,2.67,9.74
MM Sharma,Death,2014,213.0,125,16,20.83,10.23
MM Sharma,Death,2015,125.0,84,7,14.0,8.93
MM Sharma,Death,2016,171.0,111,13,18.5,9.24
MM Sharma,Death,2017,172.0,106,5,17.67,9.73
MM Sharma,Death,2018,135.0,64,2,10.67,12.65
MM Sharma,Death,2019,16.0,6,1,1.0,16.0
MM Sharma,Death,2021,17.0,6,0,1.0,17.0
MM Sharma,Death,2023,168.0,115,18,19.17,8.76
MM Sharma,Death,2024,214.0,114,11,19.0,11.26
MM Sharma,Death,2025,124.0,60,0,10.0,12.4
MM Sharma,Middle,2013,71.0,72,4,12.0,5.92
MM Sharma,Middle,2014,74.0,78,4,13.0,5.69
MM Sharma,Middle,2015,113.0,96,3,16.0,7.06
MM Sharma,Middle,2016,103.0,78,0,13.0,7.92
MM Sharma,Middle,2017,96.0,72,5,12.0,8.0
MM Sharma,Middle,2018,56.0,30,1,5.0,11.2
MM Sharma,Middle,2019,10.0,6,0,1.0,10.0
MM Sharma,Middle,2021,14.0,6,0,1.0,14.0
MM Sharma,Middle,2023,165.0,132,13,22.0,7.5
MM Sharma,Middle,2024,160.0,96,4,16.0,10.0
MM Sharma,Middle,2025,108.0,72,2,12.0,9.0
MM Sharma,Powerplay,2013,229.0,216,15,36.0,6.36
MM Sharma,Powerplay,2014,165.0,120,6,20.0,8.25
MM Sharma,Powerplay,2015,243.0,162,5,27.0,9.0
MM Sharma,Powerplay,2016,133.0,102,3,17.0,7.82
MM Sharma,Powerplay,2017,142.0,96,3,16.0,8.88
MM Sharma,Powerplay,2018,131.0,84,4,14.0,9.36
MM Sharma,Powerplay,2019,1.0,6,0,1.0,1.0
MM Sharma,Powerplay,2021,14.0,12,1,2.0,7.0
MM Sharma,Powerplay,2023,28.0,18,0,3.0,9.33
MM Sharma,Powerplay,2024,51.0,24,1,4.0,12.75
MM Sharma,Powerplay,2025,25.0,18,0,3.0,8.33
MN Samuels,Death,2012,72.0,46,5,7.67,9.39
MN Samuels,Death,2013,15.0,6,0,1.0,15.0
MN Samuels,Middle,2012,78.0,60,1,10.0,7.8
MN Samuels,Middle,2013,4.0,6,1,1.0,4.0
MN Samuels,Middle,2017,34.0,18,0,3.0,11.33
MN Samuels,Powerplay,2012,66.0,66,3,11.0,6.0
MN Samuels,Powerplay,2013,15.0,12,0,2.0,7.5
MP Stoinis,Death,2016,21.0,18,3,3.0,7.0
MP Stoinis,Death,2017,38.0,15,0,2.5,15.2
MP Stoinis,Death,2018,20.0,6,0,1.0,20.0
MP Stoinis,Death,2019,44.0,16,0,2.67,16.48
MP Stoinis,Death,2021,134.0,70,8,11.67,11.48
MP Stoinis,Death,2022,32.0,12,2,2.0,16.0
MP Stoinis,Death,2023,22.0,12,2,2.0,11.0
MP Stoinis,Death,2024,15.0,6,1,1.0,15.0
MP Stoinis,Death,2025,28.0,9,0,1.5,18.67
MP Stoinis,Death,2026,33.0,11,0,1.83,18.03
MP Stoinis,Middle,2016,96.0,78,5,13.0,7.38
MP Stoinis,Middle,2017,58.0,42,1,7.0,8.29
MP Stoinis,Middle,2018,89.0,54,3,9.0,9.89
MP Stoinis,Middle,2019,101.0,84,2,14.0,7.21
MP Stoinis,Middle,2021,199.0,121,3,20.17,9.87
MP Stoinis,Middle,2022,47.0,30,2,5.0,9.4
MP Stoinis,Middle,2023,46.0,36,2,6.0,7.67
MP Stoinis,Middle,2024,82.0,54,3,9.0,9.11
MP Stoinis,Middle,2025,127.0,66,0,11.0,11.55
MP Stoinis,Middle,2026,65.0,36,2,6.0,10.83
MP Stoinis,Powerplay,2016,77.0,42,1,7.0,11.0
MP Stoinis,Powerplay,2017,14.0,6,1,1.0,14.0
MP Stoinis,Powerplay,2018,11.0,6,0,1.0,11.0
MP Stoinis,Powerplay,2021,67.0,54,4,9.0,7.44
MP Stoinis,Powerplay,2023,32.0,17,1,2.83,11.31
MP Stoinis,Powerplay,2024,29.0,24,1,4.0,7.25
MP Stoinis,Powerplay,2025,20.0,10,1,1.67,11.98
MP Yadav,Death,2024,3.0,7,2,1.17,2.56
MP Yadav,Death,2025,20.0,12,1,2.0,10.0
MP Yadav,Death,2026,33.0,18,0,3.0,11.0
MP Yadav,Middle,2024,63.0,54,4,9.0,7.0
MP Yadav,Middle,2025,25.0,12,0,2.0,12.5
MP Yadav,Middle,2026,131.0,60,0,10.0,13.1
MP Yadav,Powerplay,2024,19.0,12,2,2.0,9.5
MP Yadav,Powerplay,2025,55.0,24,1,4.0,13.75
MP Yadav,Powerplay,2026,18.0,18,0,3.0,6.0
MR Marsh,Death,2010,32.0,18,1,3.0,10.67
MR Marsh,Death,2011,24.0,24,5,4.0,6.0
MR Marsh,Death,2013,58.0,30,2,5.0,11.6
MR Marsh,Death,2016,10.0,6,0,1.0,10.0
MR Marsh,Death,2022,29.0,12,1,2.0,14.5
MR Marsh,Death,2023,31.0,19,3,3.17,9.78
MR Marsh,Death,2024,37.0,12,0,2.0,18.5
MR Marsh,Middle,2010,16.0,18,0,3.0,5.33
MR Marsh,Middle,2011,51.0,49,2,8.17,6.24
MR Marsh,Middle,2013,83.0,74,5,12.33,6.73
MR Marsh,Middle,2016,24.0,24,1,4.0,6.0
MR Marsh,Middle,2022,72.0,54,3,9.0,8.0
MR Marsh,Middle,2023,125.0,90,7,15.0,8.33
MR Marsh,Middle,2024,50.0,24,1,4.0,12.5
MR Marsh,Powerplay,2010,40.0,24,1,4.0,10.0
MR Marsh,Powerplay,2011,24.0,12,0,2.0,12.0
MR Marsh,Powerplay,2013,41.0,12,0,2.0,20.5
MR Marsh,Powerplay,2016,11.0,24,3,4.0,2.75
MR Marsh,Powerplay,2022,1.0,6,0,1.0,1.0
MR Marsh,Powerplay,2023,14.0,12,2,2.0,7.0
MR Marsh,Powerplay,2024,16.0,12,0,2.0,8.0
MS Gony,Death,2008,45.0,30,3,5.0,9.0
MS Gony,Death,2009,24.0,12,0,2.0,12.0
MS Gony,Death,2011,14.0,6,1,1.0,14.0
MS Gony,Death,2012,49.0,18,1,3.0,16.33
MS Gony,Death,2013,76.0,54,3,9.0,8.44
MS Gony,Middle,2008,65.0,60,2,10.0,6.5
MS Gony,Middle,2009,19.0,12,2,2.0,9.5
MS Gony,Middle,2010,11.0,6,0,1.0,11.0
MS Gony,Middle,2011,43.0,36,2,6.0,7.17
MS Gony,Middle,2012,68.0,66,3,11.0,6.18
MS Gony,Middle,2013,147.0,96,4,16.0,9.19
MS Gony,Middle,2017,15.0,6,0,1.0,15.0
MS Gony,Powerplay,2008,333.0,270,13,45.0,7.4
MS Gony,Powerplay,2009,129.0,78,3,13.0,9.92
MS Gony,Powerplay,2010,81.0,42,1,7.0,11.57
MS Gony,Powerplay,2011,28.0,12,1,2.0,14.0
MS Gony,Powerplay,2012,90.0,60,0,10.0,9.0
MS Gony,Powerplay,2013,33.0,18,0,3.0,11.0
MS Gony,Powerplay,2017,17.0,6,0,1.0,17.0
MW Short,Middle,2023,11.0,12,0,2.0,5.5
MW Short,Powerplay,2023,14.0,12,0,2.0,7.0
MW Short,Powerplay,2026,38.0,18,0,3.0,12.67
Mandeep Singh,Middle,2019,26.0,12,0,2.0,13.0
Mashrafe Mortaza,Death,2009,32.0,12,1,2.0,16.0
Mashrafe Mortaza,Powerplay,2009,26.0,12,0,2.0,13.0
Mayank Dagar,Death,2023,12.0,12,0,2.0,6.0
Mayank Dagar,Middle,2023,62.0,48,1,8.0,7.75
Mayank Dagar,Middle,2024,90.0,60,1,10.0,9.0
Mayank Dagar,Powerplay,2023,9.0,6,0,1.0,9.0
Mayank Dagar,Powerplay,2024,20.0,6,0,1.0,20.0
Mohammad Asif,Death,2008,101.0,60,5,10.0,10.1
Mohammad Asif,Middle,2008,50.0,42,1,7.0,7.14
Mohammad Asif,Powerplay,2008,145.0,90,3,15.0,9.67
Mohammad Hafeez,Middle,2008,68.0,60,2,10.0,6.8
Mohammad Nabi,Death,2019,29.0,13,0,2.17,13.36
Mohammad Nabi,Death,2021,3.0,6,2,1.0,3.0
Mohammad Nabi,Middle,2017,24.0,30,1,5.0,4.8
Mohammad Nabi,Middle,2018,12.0,6,0,1.0,12.0
Mohammad Nabi,Middle,2019,111.0,90,3,15.0,7.4
Mohammad Nabi,Middle,2021,78.0,48,0,8.0,9.75
Mohammad Nabi,Middle,2024,84.0,54,2,9.0,9.33
Mohammad Nabi,Powerplay,2017,34.0,36,1,6.0,5.67
Mohammad Nabi,Powerplay,2018,35.0,24,1,4.0,8.75
Mohammad Nabi,Powerplay,2019,54.0,72,5,12.0,4.5
Mohammad Nabi,Powerplay,2021,28.0,18,0,3.0,9.33
Mohammad Nabi,Powerplay,2024,22.0,18,0,3.0,7.33
Mohammed Shami,Death,2013,8.0,6,1,1.0,8.0
Mohammed Shami,Death,2014,117.0,54,3,9.0,13.0
Mohammed Shami,Death,2016,86.0,49,7,8.17,10.53
Mohammed Shami,Death,2017,46.0,30,4,5.0,9.2
Mohammed Shami,Death,2018,42.0,23,2,3.83,10.97
Mohammed Shami,Death,2019,214.0,132,17,22.0,9.73
Mohammed Shami,Death,2021,342.0,194,25,32.33,10.58
Mohammed Shami,Death,2022,152.0,84,9,14.0,10.86
Mohammed Shami,Death,2023,147.0,90,9,15.0,9.8
Mohammed Shami,Death,2025,39.0,12,0,2.0,19.5
Mohammed Shami,Death,2026,120.0,54,2,9.0,13.33
Mohammed Shami,Middle,2013,37.0,24,0,4.0,9.25
Mohammed Shami,Middle,2014,48.0,54,3,9.0,5.33
Mohammed Shami,Middle,2016,45.0,36,0,6.0,7.5
Mohammed Shami,Middle,2017,91.0,60,2,10.0,9.1
Mohammed Shami,Middle,2018,76.0,48,1,8.0,9.5
Mohammed Shami,Middle,2019,66.0,42,2,7.0,9.43
Mohammed Shami,Middle,2021,105.0,84,5,14.0,7.5
Mohammed Shami,Middle,2022,71.0,42,1,7.0,10.14
Mohammed Shami,Middle,2023,45.0,36,2,6.0,7.5
Mohammed Shami,Middle,2025,72.0,36,1,6.0,12.0
Mohammed Shami,Middle,2026,109.0,72,1,12.0,9.08
Mohammed Shami,Powerplay,2013,33.0,24,0,4.0,8.25
Mohammed Shami,Powerplay,2014,204.0,156,4,26.0,7.85
Mohammed Shami,Powerplay,2016,113.0,66,1,11.0,10.27
Mohammed Shami,Powerplay,2017,106.0,66,2,11.0,9.64
Mohammed Shami,Powerplay,2018,26.0,12,0,2.0,13.0
Mohammed Shami,Powerplay,2019,189.0,150,3,25.0,7.56
Mohammed Shami,Powerplay,2021,416.0,368,13,61.33,6.78
Mohammed Shami,Powerplay,2022,265.0,240,11,40.0,6.62
Mohammed Shami,Powerplay,2023,330.0,264,17,44.0,7.5
Mohammed Shami,Powerplay,2025,226.0,132,5,22.0,10.27
Mohammed Shami,Powerplay,2026,230.0,180,9,30.0,7.67
Mohammed Siraj,Death,2017,66.0,36,2,6.0,11.0
Mohammed Siraj,Death,2018,181.0,102,9,17.0,10.65
Mohammed Siraj,Death,2019,124.0,73,6,12.17,10.19
Mohammed Siraj,Death,2021,207.0,139,8,23.17,8.93
Mohammed Siraj,Death,2022,146.0,66,1,11.0,13.27
Mohammed Siraj,Death,2023,133.0,78,8,13.0,10.23
Mohammed Siraj,Death,2024,138.0,96,5,16.0,8.62
Mohammed Siraj,Death,2025,141.0,78,6,13.0,10.85
Mohammed Siraj,Death,2026,151.0,72,5,12.0,12.58
Mohammed Siraj,Middle,2017,36.0,42,5,7.0,5.14
Mohammed Siraj,Middle,2018,127.0,108,1,18.0,7.06
Mohammed Siraj,Middle,2019,74.0,54,2,9.0,8.22
Mohammed Siraj,Middle,2021,86.0,66,3,11.0,7.82
Mohammed Siraj,Middle,2022,51.0,54,3,9.0,5.67
Mohammed Siraj,Middle,2023,64.0,42,1,7.0,9.14
Mohammed Siraj,Middle,2024,93.0,60,5,10.0,9.3
Mohammed Siraj,Middle,2025,45.0,24,1,4.0,11.25
Mohammed Siraj,Middle,2026,34.0,18,0,3.0,11.33
Mohammed Siraj,Powerplay,2017,110.0,60,3,10.0,11.0
Mohammed Siraj,Powerplay,2018,59.0,36,2,6.0,9.83
Mohammed Siraj,Powerplay,2019,71.0,42,0,7.0,10.14
Mohammed Siraj,Powerplay,2021,296.0,270,11,45.0,6.58
Mohammed Siraj,Powerplay,2022,317.0,186,5,31.0,10.23
Mohammed Siraj,Powerplay,2023,178.0,180,11,30.0,5.93
Mohammed Siraj,Powerplay,2024,265.0,168,5,28.0,9.46
Mohammed Siraj,Powerplay,2025,341.0,240,9,40.0,8.52
Mohammed Siraj,Powerplay,2026,377.0,282,15,47.0,8.02
Mohit Rathee,Middle,2023,29.0,12,0,2.0,14.5
Mohsin Khan,Death,2022,69.0,48,5,8.0,8.62
Mohsin Khan,Death,2023,23.0,24,3,4.0,5.75
Mohsin Khan,Death,2024,142.0,66,3,11.0,12.91
Mohsin Khan,Death,2026,42.0,30,1,5.0,8.4
Mohsin Khan,Middle,2022,44.0,54,3,9.0,4.89
Mohsin Khan,Middle,2023,22.0,12,0,2.0,11.0
Mohsin Khan,Middle,2024,79.0,48,2,8.0,9.88
Mohsin Khan,Middle,2026,77.0,54,6,9.0,8.56
Mohsin Khan,Powerplay,2022,84.0,96,6,16.0,5.25
Mohsin Khan,Powerplay,2023,62.0,24,0,4.0,15.5
Mohsin Khan,Powerplay,2024,164.0,114,5,19.0,8.63
Mohsin Khan,Powerplay,2026,109.0,84,4,14.0,7.79
Monu Kumar,Death,2021,13.0,6,0,1.0,13.0
Monu Kumar,Powerplay,2021,7.0,6,0,1.0,7.0
Mujeeb Ur Rahman,Death,2018,88.0,48,2,8.0,11.0
Mujeeb Ur Rahman,Death,2019,46.0,18,2,3.0,15.33
Mujeeb Ur Rahman,Death,2021,8.0,6,1,1.0,8.0
Mujeeb Ur Rahman,Middle,2018,138.0,132,9,22.0,6.27
Mujeeb Ur Rahman,Middle,2019,70.0,48,0,8.0,8.75
Mujeeb Ur Rahman,Middle,2021,79.0,48,1,8.0,9.88
Mujeeb Ur Rahman,Middle,2025,13.0,6,1,1.0,13.0
Mujeeb Ur Rahman,Powerplay,2018,63.0,68,4,11.33,5.56
Mujeeb Ur Rahman,Powerplay,2019,75.0,48,1,8.0,9.38
Mujeeb Ur Rahman,Powerplay,2021,25.0,18,0,3.0,8.33
Mujeeb Ur Rahman,Powerplay,2025,15.0,6,0,1.0,15.0
Mukesh Choudhary,Death,2022,89.0,39,2,6.5,13.69
Mukesh Choudhary,Death,2025,23.0,12,0,2.0,11.5
Mukesh Choudhary,Death,2026,57.0,30,2,5.0,11.4
Mukesh Choudhary,Middle,2022,62.0,42,3,7.0,8.86
Mukesh Choudhary,Middle,2026,44.0,30,2,5.0,8.8
Mukesh Choudhary,Powerplay,2022,273.0,192,11,32.0,8.53
Mukesh Choudhary,Powerplay,2024,27.0,6,0,1.0,27.0
Mukesh Choudhary,Powerplay,2025,48.0,24,1,4.0,12.0
Mukesh Choudhary,Powerplay,2026,148.0,108,5,18.0,8.22
Mukesh Kumar,Death,2023,152.0,78,6,13.0,11.69
Mukesh Kumar,Death,2024,175.0,93,14,15.5,11.29
Mukesh Kumar,Death,2025,177.0,69,4,11.5,15.39
Mukesh Kumar,Death,2026,85.0,42,1,7.0,12.14
Mukesh Kumar,Middle,2023,71.0,36,2,6.0,11.83
Mukesh Kumar,Middle,2024,80.0,54,4,9.0,8.89
Mukesh Kumar,Middle,2025,54.0,42,5,7.0,7.71
Mukesh Kumar,Middle,2026,78.0,44,2,7.33,10.64
Mukesh Kumar,Powerplay,2023,103.0,72,1,12.0,8.58
Mukesh Kumar,Powerplay,2024,113.0,66,4,11.0,10.27
Mukesh Kumar,Powerplay,2025,177.0,126,5,21.0,8.43
Mukesh Kumar,Powerplay,2026,190.0,102,4,17.0,11.18
Musheer Khan,Middle,2025,27.0,12,1,2.0,13.5
Mustafizur Rahman,Death,2016,203.0,162,10,27.0,7.52
Mustafizur Rahman,Death,2018,96.0,63,5,10.5,9.14
Mustafizur Rahman,Death,2021,200.0,123,9,20.5,9.76
Mustafizur Rahman,Death,2022,147.0,96,7,16.0,9.19
Mustafizur Rahman,Death,2023,35.0,18,1,3.0,11.67
Mustafizur Rahman,Death,2024,160.0,86,7,14.33,11.17
Mustafizur Rahman,Death,2025,31.0,24,2,4.0,7.75
