bowler,phase,season,runs_conceded,legal_balls,wickets,overs,economy
Mustafizur Rahman,Middle,2016,139.0,108,5,18.0,7.72
Mustafizur Rahman,Middle,2017,11.0,6,0,1.0,11.0
Mustafizur Rahman,Middle,2018,78.0,54,2,9.0,8.67
Mustafizur Rahman,Middle,2021,96.0,80,5,13.33,7.2
Mustafizur Rahman,Middle,2022,12.0,12,0,2.0,6.0
Mustafizur Rahman,Middle,2023,21.0,12,0,2.0,10.5
Mustafizur Rahman,Middle,2024,58.0,48,4,8.0,7.25
Mustafizur Rahman,Middle,2025,9.0,6,0,1.0,9.0
Mustafizur Rahman,Powerplay,2016,79.0,96,4,16.0,4.94
Mustafizur Rahman,Powerplay,2017,19.0,6,0,1.0,19.0
Mustafizur Rahman,Powerplay,2018,56.0,48,2,8.0,7.0
Mustafizur Rahman,Powerplay,2021,140.0,108,4,18.0,7.78
Mustafizur Rahman,Powerplay,2022,85.0,84,2,14.0,6.07
Mustafizur Rahman,Powerplay,2023,23.0,12,0,2.0,11.5
Mustafizur Rahman,Powerplay,2024,100.0,72,3,12.0,8.33
Mustafizur Rahman,Powerplay,2025,47.0,36,2,6.0,7.83
N Burger,Death,2024,13.0,18,1,3.0,4.33
N Burger,Death,2026,70.0,45,5,7.5,9.33
N Burger,Middle,2024,33.0,24,2,4.0,8.25
N Burger,Middle,2026,109.0,60,2,10.0,10.9
N Burger,Powerplay,2024,99.0,60,4,10.0,9.9
N Burger,Powerplay,2026,261.0,156,7,26.0,10.04
N Rana,Death,2019,5.0,6,1,1.0,5.0
N Rana,Death,2023,22.0,17,1,2.83,7.77
N Rana,Middle,2016,3.0,6,0,1.0,3.0
N Rana,Middle,2018,38.0,24,4,4.0,9.5
N Rana,Middle,2019,67.0,42,2,7.0,9.57
N Rana,Middle,2021,30.0,18,0,3.0,10.0
N Rana,Middle,2022,23.0,12,0,2.0,11.5
N Rana,Middle,2023,27.0,30,2,5.0,5.4
N Rana,Middle,2025,18.0,12,0,2.0,9.0
N Rana,Middle,2026,29.0,12,1,2.0,14.5
N Rana,Powerplay,2018,6.0,13,0,2.17,2.76
N Rana,Powerplay,2021,5.0,6,0,1.0,5.0
N Rana,Powerplay,2023,26.0,6,0,1.0,26.0
N Rana,Powerplay,2026,26.0,12,0,2.0,13.0
N Thushara,Death,2024,100.0,60,2,10.0,10.0
N Thushara,Death,2025,7.0,6,0,1.0,7.0
N Thushara,Middle,2024,33.0,18,0,3.0,11.0
N Thushara,Powerplay,2024,124.0,78,6,13.0,9.54
N Thushara,Powerplay,2025,19.0,18,1,3.0,6.33
N Wadhera,Middle,2024,13.0,12,0,2.0,6.5
NA Saini,Death,2019,139.0,90,9,15.0,9.27
NA Saini,Death,2021,124.0,76,2,12.67,9.79
NA Saini,Death,2023,23.0,6,0,1.0,23.0
NA Saini,Middle,2019,65.0,60,0,10.0,6.5
NA Saini,Middle,2021,143.0,96,2,16.0,8.94
NA Saini,Middle,2023,11.0,6,0,1.0,11.0
NA Saini,Powerplay,2019,193.0,138,3,23.0,8.39
NA Saini,Powerplay,2021,145.0,120,4,20.0,7.25
NB Singh,Powerplay,2017,15.0,24,1,4.0,3.75
ND Doshi,Death,2010,1.0,6,1,1.0,1.0
ND Doshi,Death,2011,10.0,6,0,1.0,10.0
ND Doshi,Middle,2010,16.0,18,0,3.0,5.33
ND Doshi,Middle,2011,20.0,8,0,1.33,15.04
ND Doshi,Powerplay,2011,32.0,18,1,3.0,10.67
NJ Rimmington,Middle,2011,6.0,6,0,1.0,6.0
NJ Rimmington,Powerplay,2011,13.0,12,0,2.0,6.5
NL McCullum,Middle,2011,22.0,18,0,3.0,7.33
NL McCullum,Powerplay,2011,12.0,12,0,2.0,6.0
NLTC Perera,Death,2010,19.0,6,0,1.0,19.0
NLTC Perera,Death,2011,25.0,18,3,3.0,8.33
NLTC Perera,Death,2013,220.0,124,10,20.67,10.64
NLTC Perera,Death,2015,14.0,6,0,1.0,14.0
NLTC Perera,Death,2016,148.0,73,8,12.17,12.16
NLTC Perera,Middle,2011,68.0,54,2,9.0,7.56
NLTC Perera,Middle,2012,18.0,12,0,2.0,9.0
NLTC Perera,Middle,2013,155.0,144,6,24.0,6.46
NLTC Perera,Middle,2015,41.0,30,1,5.0,8.2
NLTC Perera,Middle,2016,79.0,48,1,8.0,9.88
NLTC Perera,Powerplay,2011,18.0,12,0,2.0,9.0
NLTC Perera,Powerplay,2013,103.0,90,5,15.0,6.87
NLTC Perera,Powerplay,2016,99.0,78,1,13.0,7.62
NM Coulter-Nile,Death,2014,24.0,12,1,2.0,12.0
NM Coulter-Nile,Death,2015,107.0,60,7,10.0,10.7
NM Coulter-Nile,Death,2016,37.0,24,4,4.0,9.25
NM Coulter-Nile,Death,2017,62.0,44,7,7.33,8.46
NM Coulter-Nile,Death,2021,138.0,102,7,17.0,8.12
NM Coulter-Nile,Death,2022,25.0,6,0,1.0,25.0
NM Coulter-Nile,Middle,2013,12.0,6,0,1.0,12.0
NM Coulter-Nile,Middle,2015,63.0,45,3,7.5,8.4
NM Coulter-Nile,Middle,2016,30.0,30,0,5.0,6.0
NM Coulter-Nile,Middle,2017,47.0,54,5,9.0,5.22
NM Coulter-Nile,Middle,2021,104.0,102,3,17.0,6.12
NM Coulter-Nile,Middle,2022,23.0,12,0,2.0,11.5
NM Coulter-Nile,Powerplay,2013,17.0,18,1,3.0,5.67
NM Coulter-Nile,Powerplay,2014,3.0,12,1,2.0,1.5
NM Coulter-Nile,Powerplay,2015,151.0,150,6,25.0,6.04
NM Coulter-Nile,Powerplay,2016,47.0,36,0,6.0,7.83
NM Coulter-Nile,Powerplay,2017,119.0,72,4,12.0,9.92
NM Coulter-Nile,Powerplay,2021,91.0,72,3,12.0,7.58
NT Ellis,Death,2021,42.0,24,1,4.0,10.5
NT Ellis,Death,2022,25.0,12,3,2.0,12.5
NT Ellis,Death,2023,131.0,72,5,12.0,10.92
NT Ellis,Death,2024,18.0,12,0,2.0,9.0
NT Ellis,Death,2025,29.0,18,1,3.0,9.67
NT Ellis,Middle,2021,30.0,24,0,4.0,7.5
NT Ellis,Middle,2022,13.0,12,1,2.0,6.5
NT Ellis,Middle,2023,135.0,96,4,16.0,8.44
NT Ellis,Middle,2024,3.0,6,1,1.0,3.0
NT Ellis,Powerplay,2021,18.0,18,0,3.0,6.0
NT Ellis,Powerplay,2022,17.0,12,0,2.0,8.5
NT Ellis,Powerplay,2023,73.0,60,4,10.0,7.3
NT Ellis,Powerplay,2024,3.0,6,0,1.0,3.0
NT Ellis,Powerplay,2025,9.0,6,0,1.0,9.0
Naman Dhir,Death,2025,8.0,12,1,2.0,4.0
Naman Dhir,Middle,2024,49.0,22,0,3.67,13.35
Naman Dhir,Middle,2025,13.0,12,0,2.0,6.5
Naman Dhir,Powerplay,2024,6.0,6,0,1.0,6.0
Navdeep Saini,Death,2022,5.0,6,1,1.0,5.0
Navdeep Saini,Death,2023,8.0,6,0,1.0,8.0
Navdeep Saini,Middle,2022,51.0,24,1,4.0,12.75
Navdeep Saini,Middle,2023,20.0,12,2,2.0,10.0
Navdeep Saini,Middle,2026,20.0,12,0,2.0,10.0
Navdeep Saini,Powerplay,2021,25.0,12,0,2.0,12.5
Navdeep Saini,Powerplay,2022,16.0,6,1,1.0,16.0
Navdeep Saini,Powerplay,2023,12.0,6,1,1.0,12.0
Navdeep Saini,Powerplay,2026,17.0,6,0,1.0,17.0
Naveen-ul-Haq,Death,2023,117.0,78,6,13.0,9.0
Naveen-ul-Haq,Death,2024,139.0,81,6,13.5,10.3
Naveen-ul-Haq,Middle,2023,20.0,24,3,4.0,5.0
Naveen-ul-Haq,Middle,2024,83.0,60,5,10.0,8.3
Naveen-ul-Haq,Powerplay,2023,82.0,66,2,11.0,7.45
Naveen-ul-Haq,Powerplay,2024,150.0,78,4,13.0,11.54
Nithish Kumar Reddy,Death,2024,58.0,25,3,4.17,13.91
Nithish Kumar Reddy,Death,2025,20.0,6,3,1.0,20.0
Nithish Kumar Reddy,Death,2026,17.0,12,2,2.0,8.5
Nithish Kumar Reddy,Middle,2023,35.0,18,0,3.0,11.67
Nithish Kumar Reddy,Middle,2024,87.0,48,1,8.0,10.88
Nithish Kumar Reddy,Middle,2025,27.0,24,1,4.0,6.75
Nithish Kumar Reddy,Middle,2026,193.0,108,4,18.0,10.72
Nithish Kumar Reddy,Powerplay,2023,19.0,12,0,2.0,9.5
Nithish Kumar Reddy,Powerplay,2024,8.0,6,0,1.0,8.0
Nithish Kumar Reddy,Powerplay,2026,113.0,66,3,11.0,10.27
Noor Ahmad,Death,2023,49.0,43,4,7.17,6.83
Noor Ahmad,Death,2024,14.0,6,1,1.0,14.0
Noor Ahmad,Death,2025,108.0,78,8,13.0,8.31
Noor Ahmad,Death,2026,37.0,24,0,4.0,9.25
Noor Ahmad,Middle,2023,278.0,210,12,35.0,7.94
Noor Ahmad,Middle,2024,270.0,197,6,32.83,8.22
Noor Ahmad,Middle,2025,271.0,204,15,34.0,7.97
Noor Ahmad,Middle,2026,376.0,276,14,46.0,8.17
Noor Ahmad,Powerplay,2023,42.0,30,0,5.0,8.4
Noor Ahmad,Powerplay,2024,6.0,6,1,1.0,6.0
Noor Ahmad,Powerplay,2025,29.0,18,1,3.0,9.67
Noor Ahmad,Powerplay,2026,15.0,6,0,1.0,15.0
O Thomas,Death,2019,18.0,12,2,2.0,9.0
O Thomas,Middle,2019,8.0,12,1,2.0,4.0
O Thomas,Powerplay,2019,53.0,36,2,6.0,8.83
OC McCoy,Death,2022,84.0,59,8,9.83,8.55
OC McCoy,Death,2023,13.0,6,0,1.0,13.0
OC McCoy,Middle,2022,139.0,84,3,14.0,9.93
OC McCoy,Powerplay,2022,14.0,12,0,2.0,7.0
OF Smith,Death,2022,45.0,18,4,3.0,15.0
OF Smith,Middle,2022,112.0,54,2,9.0,12.44
OF Smith,Powerplay,2022,21.0,18,1,3.0,7.0
P Amarnath,Death,2008,39.0,18,1,3.0,13.0
P Amarnath,Middle,2008,185.0,108,6,18.0,10.28
P Amarnath,Powerplay,2008,12.0,6,0,1.0,12.0
P Awana,Death,2012,123.0,78,7,13.0,9.46
P Awana,Death,2013,129.0,66,6,11.0,11.73
P Awana,Death,2014,55.0,27,3,4.5,12.22
P Awana,Middle,2012,129.0,108,4,18.0,7.17
P Awana,Middle,2013,181.0,162,6,27.0,6.7
P Awana,Middle,2014,55.0,36,3,6.0,9.17
P Awana,Powerplay,2012,120.0,96,7,16.0,7.5
P Awana,Powerplay,2013,102.0,96,4,16.0,6.38
P Awana,Powerplay,2014,135.0,78,3,13.0,10.38
P Dubey,Death,2021,11.0,6,0,1.0,11.0
P Dubey,Middle,2021,61.0,42,0,7.0,8.71
P Dubey,Middle,2023,19.0,18,1,3.0,6.33
P Dubey,Middle,2025,20.0,12,1,2.0,10.0
P Kumar,Death,2008,93.0,64,5,10.67,8.72
P Kumar,Death,2009,143.0,88,9,14.67,9.75
P Kumar,Death,2010,156.0,84,8,14.0,11.14
P Kumar,Death,2011,44.0,18,2,3.0,14.67
P Kumar,Death,2012,114.0,72,5,12.0,9.5
P Kumar,Death,2013,152.0,92,3,15.33,9.92
P Kumar,Death,2014,19.0,12,2,2.0,9.5
P Kumar,Death,2015,120.0,60,2,10.0,12.0
P Kumar,Death,2016,154.0,81,6,13.5,11.41
P Kumar,Death,2017,37.0,21,1,3.5,10.57
P Kumar,Middle,2008,113.0,72,5,12.0,9.42
P Kumar,Middle,2009,75.0,60,2,10.0,7.5
P Kumar,Middle,2010,21.0,18,0,3.0,7.0
P Kumar,Middle,2011,73.0,48,2,8.0,9.12
P Kumar,Middle,2012,50.0,48,1,8.0,6.25
P Kumar,Middle,2013,20.0,24,3,4.0,5.0
P Kumar,Middle,2014,14.0,6,0,1.0,14.0
P Kumar,Middle,2015,93.0,78,2,13.0,7.15
P Kumar,Middle,2017,6.0,6,0,1.0,6.0
P Kumar,Powerplay,2008,160.0,132,2,22.0,7.27
P Kumar,Powerplay,2009,176.0,150,5,25.0,7.04
P Kumar,Powerplay,2010,203.0,168,4,28.0,7.25
P Kumar,Powerplay,2011,228.0,210,6,35.0,6.51
P Kumar,Powerplay,2012,270.0,258,6,43.0,6.28
P Kumar,Powerplay,2013,201.0,222,7,37.0,5.43
P Kumar,Powerplay,2014,45.0,54,2,9.0,5.0
P Kumar,Powerplay,2015,116.0,78,3,13.0,8.92
P Kumar,Powerplay,2016,247.0,228,4,38.0,6.5
P Kumar,Powerplay,2017,108.0,72,5,12.0,9.0
P Negi,Death,2012,26.0,12,0,2.0,13.0
P Negi,Death,2013,7.0,6,0,1.0,7.0
P Negi,Death,2014,7.0,6,1,1.0,7.0
P Negi,Death,2015,49.0,18,1,3.0,16.33
P Negi,Death,2017,37.0,31,7,5.17,7.16
P Negi,Death,2019,23.0,7,0,1.17,19.66
P Negi,Middle,2012,126.0,120,7,20.0,6.3
P Negi,Middle,2013,21.0,18,0,3.0,7.0
P Negi,Middle,2014,68.0,36,0,6.0,11.33
P Negi,Middle,2015,188.0,150,5,25.0,7.52
P Negi,Middle,2016,55.0,42,1,7.0,7.86
P Negi,Middle,2017,148.0,150,10,25.0,5.92
P Negi,Middle,2018,41.0,18,0,3.0,13.67
P Negi,Middle,2019,79.0,60,3,10.0,7.9
P Negi,Powerplay,2015,15.0,12,1,2.0,7.5
P Negi,Powerplay,2016,29.0,12,1,2.0,14.5
P Negi,Powerplay,2017,12.0,12,0,2.0,6.0
P Negi,Powerplay,2018,8.0,6,1,1.0,8.0
P Parameswaran,Death,2011,28.0,21,2,3.5,8.0
P Parameswaran,Death,2012,34.0,18,3,3.0,11.33
P Parameswaran,Middle,2011,52.0,49,1,8.17,6.36
P Parameswaran,Middle,2012,45.0,30,1,5.0,9.0
P Parameswaran,Powerplay,2011,57.0,24,1,4.0,14.25
P Parameswaran,Powerplay,2012,8.0,12,1,2.0,4.0
P Prasanth,Middle,2011,18.0,6,0,1.0,18.0
P Ray Barman,Death,2019,20.0,6,0,1.0,20.0
P Ray Barman,Middle,2019,36.0,18,0,3.0,12.0
P Sahu,Death,2016,30.0,18,0,3.0,10.0
P Sahu,Middle,2016,106.0,81,3,13.5,7.85
P Sahu,Powerplay,2016,10.0,6,0,1.0,10.0
P Suyal,Death,2015,42.0,24,0,4.0,10.5
P Suyal,Middle,2014,1.0,6,1,1.0,1.0
P Suyal,Middle,2015,17.0,6,0,1.0,17.0
P Suyal,Powerplay,2013,21.0,18,1,3.0,7.0
P Suyal,Powerplay,2014,34.0,12,0,2.0,17.0
P Suyal,Powerplay,2015,36.0,30,0,5.0,7.2
PC Valthaty,Death,2011,30.0,19,2,3.17,9.46
PC Valthaty,Middle,2011,159.0,126,5,21.0,7.57
PC Valthaty,Middle,2012,16.0,6,0,1.0,16.0
PD Collingwood,Death,2010,21.0,23,3,3.83,5.48
PD Collingwood,Middle,2010,80.0,66,2,11.0,7.27
PH Solanki,Death,2022,15.0,12,1,2.0,7.5
PH Solanki,Middle,2022,23.0,24,1,4.0,5.75
PHKD Mendis,Middle,2025,60.0,42,2,7.0,8.57
PJ Cummins,Death,2014,4.0,6,1,1.0,4.0
PJ Cummins,Death,2015,26.0,18,0,3.0,8.67
PJ Cummins,Death,2017,126.0,91,8,15.17,8.31
PJ Cummins,Death,2021,184.0,107,8,17.83,10.32
PJ Cummins,Death,2022,98.0,41,3,6.83,14.35
PJ Cummins,Death,2024,213.0,114,5,19.0,11.21
PJ Cummins,Death,2025,117.0,70,4,11.67,10.03
PJ Cummins,Death,2026,63.0,42,1,7.0,9.0
PJ Cummins,Middle,2014,9.0,6,0,1.0,9.0
PJ Cummins,Middle,2015,4.0,6,0,1.0,4.0
PJ Cummins,Middle,2017,128.0,108,4,18.0,7.11
PJ Cummins,Middle,2021,158.0,102,4,17.0,9.29
PJ Cummins,Middle,2022,45.0,36,4,6.0,7.5
PJ Cummins,Middle,2024,175.0,138,8,23.0,7.61
PJ Cummins,Middle,2025,103.0,78,5,13.0,7.92
PJ Cummins,Middle,2026,68.0,60,4,10.0,6.8
PJ Cummins,Powerplay,2014,16.0,12,1,2.0,8.0
PJ Cummins,Powerplay,2015,67.0,36,1,6.0,11.17
PJ Cummins,Powerplay,2017,119.0,78,4,13.0,9.15
PJ Cummins,Powerplay,2021,304.0,264,9,44.0,6.91
PJ Cummins,Powerplay,2022,69.0,42,1,7.0,9.86
PJ Cummins,Powerplay,2024,178.0,114,5,19.0,9.37
PJ Cummins,Powerplay,2025,230.0,150,7,25.0,9.2
PJ Cummins,Powerplay,2026,176.0,90,3,15.0,11.73
PJ Sangwan,Death,2008,53.0,30,2,5.0,10.6
PJ Sangwan,Death,2009,69.0,52,5,8.67,7.96
PJ Sangwan,Death,2010,51.0,30,2,5.0,10.2
PJ Sangwan,Death,2017,46.0,24,0,4.0,11.5
PJ Sangwan,Middle,2008,92.0,66,3,11.0,8.36
PJ Sangwan,Middle,2009,145.0,120,6,20.0,7.25
PJ Sangwan,Middle,2010,132.0,102,7,17.0,7.76
PJ Sangwan,Middle,2012,25.0,18,1,3.0,8.33
PJ Sangwan,Middle,2013,34.0,12,0,2.0,17.0
PJ Sangwan,Middle,2016,12.0,6,0,1.0,12.0
PJ Sangwan,Middle,2017,27.0,12,0,2.0,13.5
PJ Sangwan,Middle,2022,45.0,30,2,5.0,9.0
PJ Sangwan,Powerplay,2008,70.0,48,2,8.0,8.75
PJ Sangwan,Powerplay,2009,146.0,108,7,18.0,8.11
PJ Sangwan,Powerplay,2010,75.0,54,0,9.0,8.33
PJ Sangwan,Powerplay,2012,17.0,6,0,1.0,17.0
PJ Sangwan,Powerplay,2013,17.0,12,0,2.0,8.5
PJ Sangwan,Powerplay,2016,37.0,18,0,3.0,12.33
PJ Sangwan,Powerplay,2017,108.0,72,6,12.0,9.0
PJ Sangwan,Powerplay,2018,19.0,12,0,2.0,9.5
PJ Sangwan,Powerplay,2022,20.0,24,1,4.0,5.0
PM Sarvesh Kumar,Middle,2008,34.0,24,1,4.0,8.5
PM Sarvesh Kumar,Powerplay,2008,8.0,6,0,1.0,8.0
PP Chawla,Death,2008,47.0,30,3,5.0,9.4
PP Chawla,Death,2009,36.0,24,4,4.0,9.0
PP Chawla,Death,2010,63.0,48,3,8.0,7.88
PP Chawla,Death,2011,56.0,38,3,6.33,8.85
PP Chawla,Death,2012,73.0,54,6,9.0,8.11
PP Chawla,Death,2013,33.0,20,2,3.33,9.91
PP Chawla,Death,2014,63.0,51,6,8.5,7.41
PP Chawla,Death,2015,21.0,12,1,2.0,10.5
PP Chawla,Death,2016,49.0,38,3,6.33,7.74
PP Chawla,Death,2017,11.0,6,0,1.0,11.0
PP Chawla,Death,2018,60.0,42,6,7.0,8.57
PP Chawla,Death,2019,62.0,33,2,5.5,11.27
PP Chawla,Death,2021,30.0,18,0,3.0,10.0
PP Chawla,Death,2023,18.0,18,0,3.0,6.0
PP Chawla,Death,2024,19.0,12,2,2.0,9.5
PP Chawla,Middle,2008,328.0,245,15,40.83,8.03
PP Chawla,Middle,2009,253.0,228,7,38.0,6.66
PP Chawla,Middle,2010,270.0,210,8,35.0,7.71
PP Chawla,Middle,2011,268.0,204,13,34.0,7.88
PP Chawla,Middle,2012,328.0,270,11,45.0,7.29
PP Chawla,Middle,2013,377.0,324,9,54.0,6.98
PP Chawla,Middle,2014,230.0,180,8,30.0,7.67
PP Chawla,Middle,2015,223.0,180,9,30.0,7.43
PP Chawla,Middle,2016,212.0,162,9,27.0,7.85
PP Chawla,Middle,2017,142.0,84,2,14.0,10.14
PP Chawla,Middle,2018,172.0,120,3,20.0,8.6
PP Chawla,Middle,2019,258.0,174,7,29.0,8.9
PP Chawla,Middle,2021,180.0,120,7,20.0,9.0
PP Chawla,Middle,2023,394.0,288,21,48.0,8.21
PP Chawla,Middle,2024,261.0,180,10,30.0,8.7
PP Chawla,Powerplay,2008,14.0,6,1,1.0,14.0
PP Chawla,Powerplay,2009,19.0,17,1,2.83,6.71
PP Chawla,Powerplay,2010,34.0,36,2,6.0,5.67
PP Chawla,Powerplay,2011,12.0,6,0,1.0,12.0
PP Chawla,Powerplay,2012,18.0,18,1,3.0,6.0
PP Chawla,Powerplay,2013,8.0,6,0,1.0,8.0
PP Chawla,Powerplay,2014,10.0,6,0,1.0,10.0
PP Chawla,Powerplay,2015,25.0,18,2,3.0,8.33
PP Chawla,Powerplay,2016,12.0,12,0,2.0,6.0
PP Chawla,Powerplay,2017,26.0,30,4,5.0,5.2
PP Chawla,Powerplay,2018,180.0,132,5,22.0,8.18
PP Chawla,Powerplay,2019,79.0,60,1,10.0,7.9
PP Chawla,Powerplay,2021,19.0,12,1,2.0,9.5
PP Chawla,Powerplay,2023,83.0,60,2,10.0,8.3
PP Chawla,Powerplay,2024,32.0,18,1,3.0,10.67
PP Hinge,Death,2026,95.0,54,5,9.0,10.56
PP Hinge,Middle,2026,84.0,36,3,6.0,14.0
PP Hinge,Powerplay,2026,126.0,66,6,11.0,11.45
PP Ojha,Death,2008,73.0,54,5,9.0,8.11
PP Ojha,Death,2009,71.0,57,6,9.5,7.47
PP Ojha,Death,2010,72.0,36,3,6.0,12.0
PP Ojha,Death,2011,74.0,47,6,7.83,9.45
PP Ojha,Death,2012,53.0,30,3,5.0,10.6
PP Ojha,Death,2013,52.0,32,3,5.33,9.76
PP Ojha,Death,2014,53.0,30,0,5.0,10.6
PP Ojha,Middle,2008,178.0,156,6,26.0,6.85
PP Ojha,Middle,2009,269.0,258,15,43.0,6.26
PP Ojha,Middle,2010,330.0,287,17,47.83,6.9
PP Ojha,Middle,2011,149.0,138,5,23.0,6.48
PP Ojha,Middle,2012,117.0,114,6,19.0,6.16
PP Ojha,Middle,2013,276.0,240,14,40.0,6.9
PP Ojha,Middle,2014,225.0,168,3,28.0,8.04
PP Ojha,Middle,2015,23.0,12,0,2.0,11.5
PP Ojha,Powerplay,2008,33.0,12,0,2.0,16.5
PP Ojha,Powerplay,2009,8.0,6,0,1.0,8.0
PP Ojha,Powerplay,2010,27.0,30,2,5.0,5.4
PP Ojha,Powerplay,2011,44.0,36,1,6.0,7.33
PP Ojha,Powerplay,2012,50.0,36,1,6.0,8.33
PP Ojha,Powerplay,2013,53.0,42,1,7.0,7.57
PP Ojha,Powerplay,2014,102.0,78,2,13.0,7.85
PR Veer,Middle,2026,7.0,6,0,1.0,7.0
PR Veer,Powerplay,2026,18.0,6,0,1.0,18.0
PV Tambe,Death,2014,50.0,36,3,6.0,8.33
PV Tambe,Death,2015,80.0,36,1,6.0,13.33
PV Tambe,Death,2016,13.0,6,1,1.0,13.0
PV Tambe,Middle,2013,79.0,60,1,10.0,7.9
PV Tambe,Middle,2014,259.0,228,12,38.0,6.82
PV Tambe,Middle,2015,157.0,144,4,24.0,6.54
PV Tambe,Middle,2016,103.0,72,3,12.0,8.58
PV Tambe,Powerplay,2013,9.0,6,0,1.0,9.0
PV Tambe,Powerplay,2014,47.0,30,0,5.0,9.4
PV Tambe,Powerplay,2015,29.0,24,2,4.0,7.25
PV Tambe,Powerplay,2016,27.0,18,1,3.0,9.0
PVD Chameera,Death,2022,111.0,60,4,10.0,11.1
PVD Chameera,Death,2024,18.0,6,0,1.0,18.0
PVD Chameera,Death,2025,68.0,36,3,6.0,11.33
PVD Chameera,Middle,2022,78.0,60,0,10.0,7.8
PVD Chameera,Middle,2025,49.0,30,1,5.0,9.8
PVD Chameera,Powerplay,2022,195.0,144,7,24.0,8.12
PVD Chameera,Powerplay,2024,30.0,12,0,2.0,15.0
PVD Chameera,Powerplay,2025,81.0,36,0,6.0,13.5
PVD Chameera,Powerplay,2026,18.0,12,0,2.0,9.0
PVSN Raju,Death,2025,28.0,12,2,2.0,14.0
PVSN Raju,Middle,2025,12.0,6,0,1.0,12.0
PVSN Raju,Powerplay,2025,13.0,6,0,1.0,13.0
PWA Mulder,Death,2025,16.0,6,0,1.0,16.0
PWH de Silva,Death,2021,11.0,6,0,1.0,11.0
PWH de Silva,Death,2022,100.0,72,7,12.0,8.33
PWH de Silva,Death,2023,4.0,12,2,2.0,2.0
PWH de Silva,Death,2025,50.0,30,3,5.0,10.0
PWH de Silva,Middle,2021,30.0,18,0,3.0,10.0
PWH de Silva,Middle,2022,293.0,252,20,42.0,6.98
PWH de Silva,Middle,2023,211.0,132,3,22.0,9.59
PWH de Silva,Middle,2025,321.0,216,8,36.0,8.92
PWH de Silva,Powerplay,2021,19.0,12,0,2.0,9.5
PWH de Silva,Powerplay,2022,37.0,18,0,3.0,12.33
PWH de Silva,Powerplay,2023,43.0,30,4,5.0,8.6
Pankaj Singh,Death,2008,33.0,12,0,2.0,16.5
Pankaj Singh,Death,2009,12.0,6,0,1.0,12.0
Pankaj Singh,Death,2010,12.0,6,0,1.0,12.0
Pankaj Singh,Death,2011,12.0,6,0,1.0,12.0
Pankaj Singh,Death,2012,41.0,18,1,3.0,13.67
Pankaj Singh,Middle,2008,68.0,42,0,7.0,9.71
Pankaj Singh,Middle,2010,56.0,24,1,4.0,14.0
Pankaj Singh,Middle,2012,41.0,36,1,6.0,6.83
Pankaj Singh,Powerplay,2008,28.0,18,0,3.0,9.33
Pankaj Singh,Powerplay,2009,53.0,36,2,6.0,8.83
Pankaj Singh,Powerplay,2010,13.0,18,1,3.0,4.33
Pankaj Singh,Powerplay,2011,11.0,6,0,1.0,11.0
Pankaj Singh,Powerplay,2012,88.0,72,5,12.0,7.33
Parvez Rasool,Middle,2013,19.0,24,1,4.0,4.75
Parvez Rasool,Middle,2014,59.0,42,1,7.0,8.43
Parvez Rasool,Middle,2015,25.0,24,1,4.0,6.25
Parvez Rasool,Middle,2016,68.0,42,0,7.0,9.71
Parvez Rasool,Powerplay,2013,9.0,6,0,1.0,9.0
Parvez Rasool,Powerplay,2014,24.0,12,0,2.0,12.0
Parvez Rasool,Powerplay,2015,6.0,6,0,1.0,6.0
Parvez Rasool,Powerplay,2016,61.0,42,1,7.0,8.71
Prince Yadav,Death,2025,79.0,35,2,5.83,13.55
Prince Yadav,Death,2026,167.0,102,6,17.0,9.82
Prince Yadav,Middle,2025,113.0,78,3,13.0,8.69
Prince Yadav,Middle,2026,127.0,96,7,16.0,7.94
Prince Yadav,Powerplay,2025,33.0,24,0,4.0,8.25
Prince Yadav,Powerplay,2026,169.0,115,7,19.17,8.82
R Ashwin,Death,2009,2.0,6,2,1.0,2.0
R Ashwin,Death,2010,86.0,60,1,10.0,8.6
R Ashwin,Death,2011,114.0,84,3,14.0,8.14
R Ashwin,Death,2012,76.0,63,7,10.5,7.24
R Ashwin,Death,2013,34.0,30,2,5.0,6.8
R Ashwin,Death,2014,77.0,53,4,8.83,8.72
R Ashwin,Death,2015,9.0,12,1,2.0,4.5
R Ashwin,Death,2016,74.0,54,5,9.0,8.22
R Ashwin,Death,2018,64.0,42,4,7.0,9.14
R Ashwin,Death,2019,33.0,36,3,6.0,5.5
R Ashwin,Death,2021,58.0,41,3,6.83,8.49
R Ashwin,Death,2022,61.0,42,2,7.0,8.71
R Ashwin,Death,2023,25.0,30,2,5.0,5.0
R Ashwin,Death,2024,94.0,42,1,7.0,13.43
R Ashwin,Death,2025,18.0,6,0,1.0,18.0
R Ashwin,Middle,2009,8.0,12,0,2.0,4.0
R Ashwin,Middle,2010,97.0,96,5,16.0,6.06
R Ashwin,Middle,2011,115.0,126,6,21.0,5.48
R Ashwin,Middle,2012,186.0,182,8,30.33,6.13
R Ashwin,Middle,2013,311.0,276,13,46.0,6.76
R Ashwin,Middle,2014,276.0,216,7,36.0,7.67
R Ashwin,Middle,2015,154.0,156,8,26.0,5.92
R Ashwin,Middle,2016,169.0,162,4,27.0,6.26
R Ashwin,Middle,2018,282.0,216,6,36.0,7.83
